id_a,id_b,nombre_a,nombre_b,grado_a,grado_b,n_senales,nombre,sinonimo,referencia,externo,vecindario,jaccard,detalle_nombre,detalle_sinonimo,detalle_referencia,detalle_externo,detalle_vecindario,detalle_jaccard,alguno_es_cascara,de_identidad
CHEMBL4594379,DRUGBANK:DB16683,FOSLEVODOPA,Foslevodopa,1,1,4,True,True,False,True,False,True,foslevodopa,Foslevodopa,,YNDMEEULGSTYJT-LURJTMIESA-N,,1.0,True,True
CHEMBL4802240,DRUGBANK:DB16171,FOSCARBIDOPA,Foscarbidopa,1,1,4,True,True,False,True,False,True,foscarbidopa,Foscarbidopa,,PQUZXFMHVSMUNG-JTQLQIEISA-N,,1.0,True,True
CHEMBL100116,DRUGBANK:DB00652,PENTAZOCINE,Pentazocine,5,947,3,True,True,False,True,False,False,pentazocine,Pentazocine,,VOKSWYLNZZRQPF-UHFFFAOYSA-N,,,False,True
CHEMBL1174,DRUGBANK:DB00063,EPTIFIBATIDE,Eptifibatide,14,417,3,True,True,False,True,False,False,eptifibatide,Eptifibatide,,CZKPOZZJODAYPZ-LROMGURASA-N,,,False,True
CHEMBL1200633,DRUGBANK:DB00602,IVERMECTIN,Ivermectin,20,417,3,True,True,False,True,False,False,ivermectin,Ivermectin,,SPBDXSGPUHCETR-JFUDTMANSA-N,,,True,True
CHEMBL1201304,DRUGBANK:DB09374,INDOCYANINE GREEN ACID FORM,Indocyanine green acid form,25,95,3,True,True,False,True,False,False,indocyanine green acid form,Indocyanine green acid form,,BDBMLMBYCXNVMC-UHFFFAOYSA-N,,,True,True
CHEMBL1201826,DRUGBANK:DB01271,IDURSULFASE,Idursulfase,1,1,3,True,True,False,False,False,True,idursulfase,Idursulfase,,,,1.0,True,True
CHEMBL1237105,DRUGBANK:DB00429,CARBOPROST TROMETHAMINE,Carboprost tromethamine,4,11,3,True,True,False,True,False,False,carboprost tromethamine,Carboprost tromethamine,,UMMADZJLZAPZAW-XOWPVRJPSA-N,,,True,True
CHEMBL1237122,DRUGBANK:DB19356,CARBOPROST,Carboprost,4,16,3,True,True,False,True,False,False,carboprost,Carboprost,,DLJKPYFALUEJCK-IIELGFQLSA-N,,,True,True
CHEMBL1292,DRUGBANK:DB00845,CLOFAZIMINE,Clofazimine,8,711,3,True,True,False,True,False,False,clofazimine,Clofazimine,,WDQPAMHFFCXSNU-BGABXYSRSA-N,,,True,True
CHEMBL1354199,DRUGBANK:DB00462,METHSCOPOLAMINE BROMIDE,Methscopolamine bromide,1,958,3,True,True,False,True,False,False,methscopolamine bromide,Methscopolamine bromide,,CXYRUNPLKGGUJF-RAFJPFSSSA-M,,,True,True
CHEMBL1360,DRUGBANK:DB13295,ATRACURIUM,Atracurium,2,1098,3,True,True,False,True,False,False,atracurium,Atracurium,,YXSLJKQTIDHPOT-UHFFFAOYSA-N,,,False,True
CHEMBL1618279,DRUGBANK:DB16308,REVAPRAZAN,Revaprazan,2,2,3,True,True,False,True,False,False,revaprazan,Revaprazan,,LECZXZOBEZITCL-UHFFFAOYSA-N,,,True,True
CHEMBL1630575,DRUGBANK:DB00520,CASPOFUNGIN,Caspofungin,10,205,3,True,True,False,True,False,False,caspofungin,Caspofungin,,JYIKNQVWKBUSNH-WVDDFWQHSA-N,,,False,True
CHEMBL1740,DRUGBANK:DB11124,RACEPINEPHRINE,Racepinephrine,3,913,3,True,True,False,True,False,False,racepinephrine,Racepinephrine,,UCTWMZQNUQWSLP-UHFFFAOYSA-N,,,False,True
CHEMBL19,DRUGBANK:DB00703,METHAZOLAMIDE,Methazolamide,4,1030,3,True,True,False,True,False,False,methazolamide,Methazolamide,,FLOSMHQXBMRNHR-QPJJXVBHSA-N,,,True,True
CHEMBL2005186,DRUGBANK:DB16703,BELUMOSUDIL,Belumosudil,11,1,3,True,True,False,True,False,False,belumosudil,Belumosudil,,GKHIVNAUVKXIIY-UHFFFAOYSA-N,,,True,True
CHEMBL2016757,DRUGBANK:DB15686,GS-441524,GS-441524,2,12,3,True,True,False,True,False,False,gs 441524,Gs 441524,,BRDWIEOJOWJCLU-LTGWCKQJSA-N,,,True,True
CHEMBL2104987,DRUGBANK:DB08900,TEDUGLUTIDE,Teduglutide,10,764,3,True,True,False,True,False,False,teduglutide,Teduglutide,,CILIXQOJUNDIDU-ASQIGDHWSA-N,,,True,True
CHEMBL2105394,DRUGBANK:DB12487,PROMESTRIENE,Promestriene,1,359,3,True,True,False,True,False,False,promestriene,Promestriene,,IUWKNLFTJBHTSD-AANPDWTMSA-N,,,True,True
CHEMBL2105648,DRUGBANK:DB05467,PALOVAROTENE,Palovarotene,3,1,3,True,True,False,True,False,False,palovarotene,Palovarotene,,YTFHCXIPDIHOIA-DHZHZOJOSA-N,,,True,True
CHEMBL2108319,DRUGBANK:DB09108,SIMOCTOCOG ALFA,Simoctocog alfa,1,1,3,True,True,False,False,False,True,simoctocog alfa,Simoctocog alfa,,,,1.0,True,True
CHEMBL2181927,DRUGBANK:DB16165,FINERENONE,Finerenone,5,2,3,True,True,False,True,False,False,finerenone,Finerenone,,BTBHLEZXCOBLCY-QGZVFWFLSA-N,,,True,True
CHEMBL221326,DRUGBANK:DB15919,DIQUAFOSOL,Diquafosol,2,1,3,True,True,False,True,False,False,diquafosol,Diquafosol,,NMLMACJWHPHKGR-NCOIDOBVSA-N,,,True,True
CHEMBL2338675,DRUGBANK:DB16628,FOSDENOPTERIN,Fosdenopterin,4,1,3,True,True,False,True,False,False,fosdenopterin,Fosdenopterin,,CZAKJJUNKNPTTO-AJFJRRQVSA-N,,,True,True
CHEMBL2397415,DRUGBANK:DB15688,ZAVEGEPANT,Zavegepant,4,2,3,True,True,False,True,False,False,zavegepant,Zavegepant,,JJVAPHYEOZSKJZ-JGCGQSQUSA-N,,,True,True
CHEMBL252556,DRUGBANK:DB09081,IDEBENONE,Idebenone,8,737,3,True,True,False,True,False,False,idebenone,Idebenone,,JGPMMRGNQUBGND-UHFFFAOYSA-N,,,True,True
CHEMBL3237547,DRUGBANK:DB15694,CEDAZURIDINE,Cedazuridine,8,1,3,True,True,False,True,False,False,cedazuridine,Cedazuridine,,VUDZSIYXZUYWSC-DBRKOABJSA-N,,,True,True
CHEMBL3301572,DRUGBANK:DB13161,NUSINERSEN,Nusinersen,1,1,3,True,True,False,False,False,True,nusinersen,Nusinersen,,,,1.0,True,True
CHEMBL3301669,DRUGBANK:DB06219,DALBAVANCIN,Dalbavancin,10,18,3,True,True,False,True,False,False,dalbavancin,Dalbavancin,,KGPGQDLTDHGEGT-SZUNQUCBSA-N,,,False,True
CHEMBL333950,DRUGBANK:DB06272,MAXACALCITOL,Maxacalcitol,1,151,3,True,True,False,True,False,False,maxacalcitol,Maxacalcitol,,DTXXSJZBSTYZKE-ZDQKKZTESA-N,,,True,True
CHEMBL33986,DRUGBANK:DB00611,BUTORPHANOL,Butorphanol,4,909,3,True,True,False,True,False,False,butorphanol,(−)-butorphanol,,IFKLAQQSCNILHL-QHAWAJNXSA-N,,,False,True
CHEMBL3544954,DRUGBANK:DB12755,ZOPTARELIN DOXORUBICIN,Zoptarelin doxorubicin,4,2,3,True,True,False,True,False,False,zoptarelin doxorubicin,Zoptarelin doxorubicin,,OOUACICUAVTCEC-LZHWUUGESA-N,,,True,True
CHEMBL363392,DRUGBANK:DB16226,MARALIXIBAT,Maralixibat,7,1,3,True,True,False,True,False,False,maralixibat,Maralixibat,,STPKWKPURVSAJF-LJEWAXOPSA-N,,,True,True
CHEMBL3668014,DRUGBANK:DB17083,LINZAGOLIX,Linzagolix,6,3,3,True,True,False,True,False,False,linzagolix,Linzagolix,,BMAAMIIYNNPHAB-UHFFFAOYSA-N,,,False,True
CHEMBL3707382,DRUGBANK:DB12366,VESTRONIDASE ALFA,Vestronidase alfa,1,1,3,True,True,False,False,False,True,vestronidase alfa,Vestronidase alfa,,,,1.0,True,True
CHEMBL395429,DRUGBANK:DB00107,OXYTOCIN,Oxytocin,51,371,3,True,True,False,True,False,False,oxytocin,Oxytocin,,XNOPRXBHLZRZKH-DSZYJQQASA-N,,,False,True
CHEMBL3989945,DRUGBANK:DB16310,REZAFUNGIN,Rezafungin,5,1,3,True,True,False,True,False,False,rezafungin,Rezafungin,,LNFCWEXGZIEGJW-TXSVMFMRSA-O,,,True,True
CHEMBL4084119,DRUGBANK:DB06655,LIRAGLUTIDE,Liraglutide,24,584,3,True,True,False,True,False,False,liraglutide,Liraglutide,,YSDQQAXHVYUZIW-QCIJIYAXSA-N,,,False,True
CHEMBL414357,DRUGBANK:DB01276,EXENATIDE,Exenatide,23,633,3,True,True,False,True,False,False,exenatide,Exenatide,,HTQBXNHDCUEHJF-XWLPCZSASA-N,,,False,True
CHEMBL4297507,DRUGBANK:DB16133,DELGOCITINIB,Delgocitinib,5,1,3,True,True,False,True,False,False,delgocitinib,Delgocitinib,,LOWWYYZBZNSPDT-ZBEGNZNMSA-N,,,True,True
CHEMBL4297588,DRUGBANK:DB16261,ODEVIXIBAT,Odevixibat,9,1,3,True,True,False,True,False,False,odevixibat,Odevixibat,,XULSCZPZVQIMFM-IPZQJPLYSA-N,,,True,True
CHEMBL4297610,DRUGBANK:DB16267,OLUTASIDENIB,Olutasidenib,2,1,3,True,True,False,True,False,False,olutasidenib,Olutasidenib,,NEQYWYXGTJDAKR-JTQLQIEISA-N,,,True,True
CHEMBL4297988,DRUGBANK:DB16190,IDURSULFASE BETA,Idursulfase beta,1,1,3,True,True,False,False,False,True,idursulfase beta,Idursulfase .beta.,,,,1.0,True,True
CHEMBL4303060,DRUGBANK:DB16627,MELPHALAN FLUFENAMIDE,Melphalan flufenamide,4,1,3,True,True,False,True,False,False,melphalan flufenamide,Melphalan flufenamide,,YQZNKYXGZSVEHI-VXKWHMMOSA-N,,,True,True
CHEMBL4303525,DRUGBANK:DB12513,OMAVELOXOLONE,Omaveloxolone,4,1,3,True,True,False,True,False,False,omaveloxolone,Omaveloxolone,,RJCWBNBKOKFWNY-IDPLTSGASA-N,,,True,True
CHEMBL43064,DRUGBANK:DB00568,CINNARIZINE,Cinnarizine,1,1376,3,True,True,False,True,False,False,cinnarizine,Cinnarizine,,DERZBLKQOCDDDZ-JLHYYAGUSA-N,,,True,True
CHEMBL435298,DRUGBANK:DB16159,ESFLURBIPROFEN,Esflurbiprofen,3,1,3,True,True,False,True,False,False,esflurbiprofen,Esflurbiprofen,,SYTBZMRGLBWNTM-JTQLQIEISA-N,,,True,True
CHEMBL449158,DRUGBANK:DB11752,BRYOSTATIN 1,Bryostatin 1,25,287,3,True,True,False,True,False,False,bryostatin 1,Bryostatin 1,,MJQUEDHRCUIRLF-TVIXENOKSA-N,,,True,True
CHEMBL449782,DRUGBANK:DB16824,CEPHARANTHINE,Cepharanthine,2,4,3,True,True,False,True,False,False,cepharanthine,(+)-Cepharanthine,,YVPXVXANRNDGTA-WDYNHAJCSA-N,,,True,True
CHEMBL453514,DRUGBANK:DB06145,SPIRAMYCIN,Spiramycin,2,46,3,True,True,False,True,False,False,spiramycin,Spiramycin,,ACTOXUHEUCPTEW-CEUOBAOPSA-N,,,True,True
CHEMBL4559134,DRUGBANK:DB15685,SELPERCATINIB,Selpercatinib,10,877,3,True,True,False,True,False,False,selpercatinib,Selpercatinib,,XIIOFHFUYBLOLW-UHFFFAOYSA-N,,,False,True
CHEMBL4582651,DRUGBANK:DB15822,PRALSETINIB,Pralsetinib,4,775,3,True,True,False,True,False,False,pralsetinib,:pralsetinib,,GBLBJPZSROAGMF-RWYJCYHVSA-N,,,True,True
CHEMBL4585668,DRUGBANK:DB15463,BELZUTIFAN,Belzutifan,9,1,3,True,True,False,True,False,False,belzutifan,Belzutifan,,LOMMPXLFBTZENJ-ZACQAIPSSA-N,,,True,True
CHEMBL4594214,DRUGBANK:DB06283,ZICONOTIDE,Ziconotide,2,1145,3,True,True,False,True,False,False,ziconotide,Ziconotide,,BPKIMPVREBSLAJ-QTBYCLKRSA-N,,,False,True
CHEMBL4594250,DRUGBANK:DB13931,NETARSUDIL,Netarsudil,8,2,3,True,True,False,True,False,False,netarsudil,Netarsudil,,OURRXQUGYQRVML-AREMUKBSSA-N,,,True,True
CHEMBL4594261,DRUGBANK:DB15690,FLUOROESTRADIOL F-18,Fluoroestradiol F-18,2,12,3,True,True,False,True,False,False,fluoroestradiol f 18,Fluoroestradiol f-18,,KDLLNMRYZGUVMA-ZYMZXAKXSA-N,,,True,True
CHEMBL4594350,DRUGBANK:DB15568,ADAGRASIB,Adagrasib,7,1,3,True,True,False,True,False,False,adagrasib,Adagrasib,,PEMUGDMSUDYLHU-ZEQRLZLVSA-N,,,True,True
CHEMBL4594446,DRUGBANK:DB16145,DOTINURAD,Dotinurad,3,2,3,True,True,False,True,False,False,dotinurad,Dotinurad,,VOFLAIHEELWYGO-UHFFFAOYSA-N,,,True,True
CHEMBL4594565,DRUGBANK:DB15633,PABINAFUSP ALFA,Pabinafusp alfa,1,1,3,True,True,False,False,False,True,pabinafusp alfa,Pabinafusp alfa,,,,1.0,True,True
CHEMBL4594603,DRUGBANK:DB13998,LONOCTOCOG ALFA,Lonoctocog alfa,1,1,3,True,True,False,False,False,True,lonoctocog alfa,Lonoctocog alfa,,,,1.0,True,True
CHEMBL4597193,DRUGBANK:DB18314,VALEMETOSTAT,Valemetostat,4,1,3,True,True,False,True,False,False,valemetostat,Valemetostat,,SSDRNUPMYCFXGM-UYPAYLBCSA-N,,,True,True
CHEMBL464,DRUGBANK:DB00926,ETRETINATE,Etretinate,1,53,3,True,True,False,True,False,False,etretinate,Etretinate,,HQMNCQVAMBCHCO-DJRRULDNSA-N,,,True,True
CHEMBL4650248,DRUGBANK:DB15941,CASIRIVIMAB,Casirivimab,1,1,3,True,True,False,False,False,True,casirivimab,Casirivimab,,,,1.0,True,True
CHEMBL4650249,DRUGBANK:DB15940,IMDEVIMAB,Imdevimab,1,1,3,True,True,False,False,False,True,imdevimab,Imdevimab,,,,1.0,True,True
CHEMBL4650258,DRUGBANK:DB16393,CILGAVIMAB,Cilgavimab,1,1,3,True,True,False,False,False,True,cilgavimab,Cilgavimab,,,,1.0,True,True
CHEMBL4650265,DRUGBANK:DB16394,TIXAGEVIMAB,Tixagevimab,1,1,3,True,True,False,False,False,True,tixagevimab,Tixagevimab,,,,1.0,True,True
CHEMBL4650379,DRUGBANK:DB15718,BAMLANIVIMAB,Bamlanivimab,1,1,3,True,True,False,False,False,True,bamlanivimab,Bamlanivimab,,,,1.0,True,True
CHEMBL4650462,DRUGBANK:DB16405,REGDANVIMAB,Regdanvimab,1,1,3,True,True,False,False,False,True,regdanvimab,Regdanvimab,,,,1.0,True,True
CHEMBL4650485,DRUGBANK:DB17472,PIRTOBRUTINIB,Pirtobrutinib,5,1,3,True,True,False,True,False,False,pirtobrutinib,Pirtobrutinib,,FWZAWAUZXYCBKZ-NSHDSACASA-N,,,True,True
CHEMBL4650488,DRUGBANK:DB15897,ETESEVIMAB,Etesevimab,1,1,3,True,True,False,False,False,True,etesevimab,Etesevimab,,,,1.0,True,True
CHEMBL4756129,DRUGBANK:DB15623,TMC 310911,TMC-310911,1,58,3,True,True,False,True,False,False,tmc 310911,Tmc 310911,,JQUNFHFWXCXPRK-AMMMHQJVSA-N,,,True,True
CHEMBL4802135,DRUGBANK:DB16691,NIRMATRELVIR,Nirmatrelvir,3,1,3,True,True,False,True,False,False,nirmatrelvir,Nirmatrelvir,,LIENCHBZNNMNKG-OJFNHCPVSA-N,,,True,True
CHEMBL5095172,DRUGBANK:DB09226,BRILAROXAZINE,Brilaroxazine,1,801,3,True,True,False,True,False,False,brilaroxazine,Brilaroxazine,,PMKMNTBZJOXTJW-UHFFFAOYSA-N,,,True,True
CHEMBL5183847,DRUGBANK:DB18834,ENSITRELVIR,Ensitrelvir,4,1,3,True,True,False,True,False,False,ensitrelvir,Ensitrelvir,,QMPBBNUOBOFBFS-UHFFFAOYSA-N,,,True,True
CHEMBL525076,DRUGBANK:DB00109,ENFUVIRTIDE,Enfuvirtide,5,16,3,True,True,False,True,False,False,enfuvirtide,Enfuvirtide,,PEASPLKKXBYDKL-FXEVSJAOSA-N,,,False,True
CHEMBL525610,DRUGBANK:DB06285,TERIPARATIDE,Teriparatide,12,181,3,True,True,False,True,False,False,teriparatide,Teriparatide,,OGBMKVWORPGQRR-UMXFMPSGSA-N,,,False,True
CHEMBL5314379,DRUGBANK:DB11693,VOCLOSPORIN,Voclosporin,12,318,3,True,True,False,True,False,False,voclosporin,Voclosporin,,BICRTLVBTLFLRD-PTWUADNWSA-N,,,True,True
CHEMBL5314588,DRUGBANK:DB17823,PERFLUOROHEXYLOCTANE,Perfluorohexyloctane,2,1,3,True,True,False,True,False,False,perfluorohexyloctane,Perfluorohexyloctane,,WRYIIOKOQSICTB-UHFFFAOYSA-N,,,True,True
CHEMBL5314940,DRUGBANK:DB14930,ALOVUDINE F-18,Alovudine F-18,4,12,3,True,True,False,True,False,False,alovudine f 18,Alovudine f-18,,UXCAQJAQSWSNPQ-ZIVQXEJRSA-N,,,True,True
CHEMBL549386,DRUGBANK:DB04106,FOTEMUSTINE,Fotemustine,4,4,3,True,True,False,True,False,False,fotemustine,Fotemustine,,YAKWPXVTIGTRJH-UHFFFAOYSA-N,,,True,True
CHEMBL626,DRUGBANK:DB00735,NAFTIFINE,Naftifine,3,2,3,True,True,False,True,False,False,naftifine,Naftifine,,OZGNYLLQHRPOBR-DHZHZOJOSA-N,,,False,True
CHEMBL93077,DRUGBANK:DB08925,ADRAFINIL,Adrafinil,1,667,3,True,True,False,True,False,False,adrafinil,Adrafinil,,CGNMLOKEMNBUAI-UHFFFAOYSA-N,,,True,True
DRUGBANK:DB06005,DRUGBANK:DB15404,Adomiparin,"Heparin, bovine",22,22,3,False,False,False,True,True,True,,,,9005-49-6,37ac0c5cb7e81ed24dcdde10a5bb86433ff0e4fb,1.0,False,True
DRUGBANK:DB11061,DRUGBANK:DB14478,Povidone,Povidone K30,4,4,3,False,False,False,True,True,True,,,,9003-39-8,d8158417ee2c68e796f4c2f59b4d8992d3e9368c,1.0,False,True
DRUGBANK:DB11161,DRUGBANK:DB11236,Polyethylene glycol 300,Polyethylene glycol 3500,33,33,3,False,False,False,True,True,True,,,,25322-68-3,448c06a9f0d30159ff32069ddb9e51efb18bdb44,1.0,False,True
CHEMBL1000,CHEMBL1201191,CETIRIZINE,LEVOCETIRIZINE,1634,1621,2,False,True,False,False,False,True,,(-)-cetirizine,,,,0.972,False,True
CHEMBL1009,RXNORM:6375,LEVODOPA,levodopa,1063,20,2,True,True,False,False,False,False,levodopa,Levodopa,,,,,True,True
CHEMBL1017,RXNORM:73494,TELMISARTAN,telmisartan,1043,20,2,True,True,False,False,False,False,telmisartan,Telmisartan,,,,,True,True
CHEMBL1047,CHEMBL3989859,TOCOPHEROL ACETATE,TOCOPHEROL ACETATE,16,1,2,True,True,False,False,False,False,tocopherol acetate,Tocopherol acetate,,,,,True,True
CHEMBL1076903,DRUGBANK:DB01273,VARENICLINE,Varenicline,23,869,2,True,True,False,False,False,False,varenicline,Varenicline,,,,,False,True
CHEMBL1091024,DRUGBANK:DB13287,MIOCAMYCIN,Miocamycin,1,262,2,True,True,False,False,False,False,miocamycin,Miocamycin,,,,,True,True
CHEMBL1098,RXNORM:1815,BUPIVACAINE,bupivacaine,806,1,2,True,True,False,False,False,False,bupivacaine,(±)-bupivacaine,,,,,True,True
CHEMBL1111,RXNORM:358274,AMBRISENTAN,ambrisentan,1035,2,2,True,True,False,False,False,False,ambrisentan,Ambrisentan,,,,,True,True
CHEMBL1112,RXNORM:89013,ARIPIPRAZOLE,aripiprazole,2068,24,2,True,True,False,False,False,False,aripiprazole,Aripiprazole,,,,,True,True
CHEMBL1120,DRUGBANK:DB01294,BISMUTH SUBSALICYLATE,Bismuth subsalicylate,4,547,2,True,True,False,False,False,False,bismuth subsalicylate,Bismuth subsalicylate,,,,,False,True
CHEMBL11359,DRUGBANK:DB00515,CISPLATIN,Cisplatin,184,1491,2,True,True,False,False,False,False,cisplatin,Cisplatin,,,,,False,True
CHEMBL1159650,CHEMBL1201362,CLOBETASOL PROPIONATE,CLOBETASOL,1104,1049,2,False,True,False,False,False,True,,Clobetasol,,,,0.948,False,True
CHEMBL1160819,DRUGBANK:DB11118,"AMMONIA SOLUTION, STRONG",Ammonia,2,8,2,False,True,False,True,False,False,,Ammonia,,QGZKDVFQNNGYKY-UHFFFAOYSA-N,,,False,True
CHEMBL1162,RXNORM:7514,NORETHINDRONE,norethindrone,983,1,2,True,True,False,False,False,False,norethindrone,Norethindrone,,,,,True,True
CHEMBL1164729,RXNORM:73689,FEBUXOSTAT,febuxostat,67,2,2,True,True,False,False,False,False,febuxostat,Febuxostat,,,,,True,True
CHEMBL1172,RXNORM:275635,DESLORATADINE,desloratadine,1156,2,2,True,True,False,False,False,False,desloratadine,Desloratadine,,,,,True,True
CHEMBL1186579,DRUGBANK:DB06800,METHYLNALTREXONE,Methylnaltrexone,12,790,2,True,True,False,False,False,False,methylnaltrexone,Methylnaltrexone,,,,,True,True
CHEMBL1187231,CHEMBL494397,METFORMIN XR,METFORMIN XR,3,3,2,True,True,False,False,False,False,metformin xr,Metformin xr,,,,,False,True
CHEMBL118865,CHEMBL70586,SPIRADOLINE,SPIRADOLINE,2,761,2,True,True,False,False,False,False,spiradoline,Spiradoline,,,,,False,True
CHEMBL1197051,DRUGBANK:DB08941,ISOXSUPRINE,Isoxsuprine,3,816,2,True,True,False,False,False,False,isoxsuprine,Isoxsuprine,,,,,False,True
CHEMBL1197091,CHEMBL1199540,HALOFUGINONE,Halofuginone,5,16,2,True,True,False,False,False,False,halofuginone,Halofuginone,,,,,False,True
CHEMBL1200421,DRUGBANK:DB09137,TECHNETIUM TC 99M MEBROFENIN,Technetium Tc-99m mebrofenin,2,837,2,True,True,False,False,False,False,technetium tc 99m mebrofenin,Technetium Tc 99m Mebrofenin,,,,,True,True
CHEMBL1200553,DRUGBANK:DB09131,CUPRIC CHLORIDE,Cupric Chloride,3,1,2,True,True,False,False,False,False,cupric chloride,Cupric chloride,,,,,True,True
CHEMBL1200557,CHEMBL2103742,MANGANESE SULFATE,MANGANESE SULFATE,4,4,2,True,True,False,False,False,False,manganese sulfate,Manganese sulfate,,,,,False,True
CHEMBL1200572,DRUGBANK:DB01377,MAGNESIUM OXIDE,Magnesium oxide,6,763,2,True,True,False,False,False,False,magnesium oxide,Magnesium oxide,,,,,False,True
CHEMBL1200593,DRUGBANK:DB00597,GADOTERIDOL,Gadoteridol,2,736,2,True,True,False,False,False,False,gadoteridol,Gadoteridol,,,,,True,True
CHEMBL1200640,DRUGBANK:DB14491,FERROUS FUMARATE,Ferrous fumarate,5,174,2,True,True,False,False,False,False,ferrous fumarate,Ferrous fumarate,,,,,False,True
CHEMBL1200662,DRUGBANK:DB03404,HEMIN,Hemin,6,88,2,True,True,False,False,False,False,hemin,Hemin,,,,,True,True
CHEMBL1200711,DRUGBANK:DB09539,OMEGA-3-ACID ETHYL ESTERS,Omega-3-acid ethyl esters,66,121,2,True,True,False,False,False,False,omega 3 acid ethyl esters,Omega-3 acid ethyl esters,,,,,True,True
CHEMBL1200748,RXNORM:2019,CARBIDOPA,carbidopa,28,5,2,True,True,False,False,False,False,carbidopa,Carbidopa,,,,,True,True
CHEMBL1200807,DRUGBANK:DB06713,NORELGESTROMIN,Norelgestromin,3,459,2,True,True,False,False,False,False,norelgestromin,Norelgestromin,,,,,False,True
CHEMBL1200823,DRUGBANK:DB09146,IRON SUCROSE,Iron sucrose,5,127,2,True,True,False,False,False,False,iron sucrose,Iron sucrose,,,,,False,True
CHEMBL1200851,DRUGBANK:DB00725,HOMATROPINE METHYLBROMIDE,Homatropine methylbromide,2,1004,2,True,True,False,False,False,False,homatropine methylbromide,Homatropine methylbromide,,,,,False,True
CHEMBL1200859,CHEMBL1201275,ISOSULFAN BLUE,ISOSULFAN BLUE,2,2,2,True,True,False,False,False,False,isosulfan blue,Isosulfan blue,,,,,False,True
CHEMBL1200859,DRUGBANK:DB09136,ISOSULFAN BLUE,Isosulfan blue,2,736,2,True,True,False,False,False,False,isosulfan blue,Isosulfan blue,,,,,True,True
CHEMBL1200943,DRUGBANK:DB09338,MERSALYL,Mersalyl,1,843,2,True,True,False,False,False,False,mersalyl,Mersalyl,,,,,True,True
CHEMBL1200983,DRUGBANK:DB05260,GALLIUM NITRATE,Gallium nitrate,8,320,2,True,True,False,False,False,False,gallium nitrate,Gallium nitrate,,,,,True,True
CHEMBL1201136,DRUGBANK:DB09536,TITANIUM DIOXIDE,Titanium dioxide,4,3,2,True,True,False,False,False,False,titanium dioxide,Titanium dioxide,,,,,True,True
CHEMBL1201185,DRUGBANK:DB06791,LANREOTIDE,Lanreotide,22,443,2,True,True,False,False,False,False,lanreotide,Lanreotide,,,,,False,True
CHEMBL1201186,DRUGBANK:DB09275,BISMUTH SUBCITRATE POTASSIUM,Bismuth subcitrate potassium,6,153,2,True,True,False,False,False,False,bismuth subcitrate potassium,Bismuth subcitrate potassium,,,,,True,True
CHEMBL1201192,CHEMBL1373,ARMODAFINIL,MODAFINIL,685,718,2,False,True,False,False,False,True,,(−)-modafinil,,,,0.935,False,True
CHEMBL1201218,CHEMBL1618,CEFAMANDOLE NAFATE,CEFAMANDOLE NAFATE,95,2,2,True,True,False,False,False,False,cefamandole nafate,Cefamandole nafate,,,,,False,True
CHEMBL1201255,DRUGBANK:DB06788,HISTRELIN,Histrelin,6,460,2,True,True,False,False,False,False,histrelin,Histrelin,,,,,False,True
CHEMBL1201284,RXNORM:407990,CINACALCET,cinacalcet,527,8,2,True,True,False,False,False,False,cinacalcet,Cinacalcet,,,,,True,True
CHEMBL1201290,DRUGBANK:DB14500,POTASSIUM,Potassium,3,855,2,True,True,False,False,False,False,potassium,Potassium,,,,,True,True
CHEMBL1201301,DRUGBANK:DB06796,MANGAFODIPIR,Mangafodipir,5,744,2,True,True,False,False,False,False,mangafodipir,Mangafodipir,,,,,False,True
CHEMBL1201309,DRUGBANK:DB00666,NAFARELIN,Nafarelin,4,117,2,True,True,False,False,False,False,nafarelin,Nafarelin,,,,,False,True
CHEMBL1201335,RXNORM:1546438,GLYCOPYRRONIUM,glycopyrronium,980,3,2,True,True,False,False,False,False,glycopyrronium,Glycopyrronium,,,,,True,True
CHEMBL1201396,RXNORM:41126,FLUTICASONE,fluticasone,1151,6,2,True,True,False,False,False,False,fluticasone,Fluticasone,,,,,True,True
CHEMBL1201420,DRUGBANK:DB00013,UROKINASE,Urokinase,7,694,2,True,True,False,False,False,False,urokinase,Urokinase,,,,,False,True
CHEMBL1201431,DRUGBANK:DB00003,DORNASE ALFA,Dornase alfa,19,1,2,True,True,False,False,False,False,dornase alfa,Dornase alfa,,,,,True,True
CHEMBL1201438,DRUGBANK:DB00041,ALDESLEUKIN,Aldesleukin,113,1439,2,True,True,False,False,False,False,aldesleukin,Aldesleukin,,,,,False,True
CHEMBL1201439,DRUGBANK:DB00074,BASILIXIMAB,Basiliximab,23,603,2,True,True,False,False,False,False,basiliximab,Basiliximab,,,,,True,True
CHEMBL1201447,DRUGBANK:DB06415,CALFACTANT,Calfactant,6,139,2,True,True,False,False,False,False,calfactant,Calfactant,,,,,True,True
CHEMBL1201458,DRUGBANK:DB00965,ETHIODIZED OIL,Ethiodized oil,6,1,2,True,True,False,False,False,False,ethiodized oil,Ethiodized oil,,,,,True,True
CHEMBL1201464,DRUGBANK:DB00097,CHORIOGONADOTROPIN ALFA,Choriogonadotropin alfa,8,1,2,True,True,False,False,False,False,choriogonadotropin alfa,Choriogonadotropin alfa,,,,,True,True
