celda,casos,frac_lcc_inicial_mediana,z_mediana,significativas,frac_significativas
disease_a_gene,150,0.2,3.1811821629841237,92,0.61
gene_a_disease,150,0.2857142857142857,11.022614100020489,131,0.87
