celda,origen,plano,bin,ancla,n_semillas,frac_lcc_inicial,media_nulo_uniforme,desvio_nulo_uniforme,z,p_empirico
gene_a_disease,Gene,disease,medio,91752,8,0.25,0.126875,0.015194057226429023,8.103497187428813,0.015
gene_a_disease,Gene,disease,medio,1152,10,0.3,0.10270000000000001,0.01620833119108812,12.172752251538522,0.0
gene_a_disease,Gene,disease,medio,8216,7,0.14285714285714285,0.14442857142857138,0.014900349263130216,-0.10546253270162667,1.0
gene_a_disease,Gene,disease,medio,885,7,0.14285714285714285,0.14457142857142852,0.015555037244361376,-0.11020775375559376,1.0
gene_a_disease,Gene,disease,medio,57016,8,0.375,0.127,0.015684387141358124,15.811902483970787,0.0
gene_a_disease,Gene,disease,medio,11277,8,0.125,0.127375,0.017065590379474128,-0.13916893275819817,1.0
gene_a_disease,Gene,disease,medio,6662,9,0.3333333333333333,0.11333333333333337,0.015555555555555553,14.14285714285714,0.0
gene_a_disease,Gene,disease,medio,3785,7,0.42857142857142855,0.14499999999999993,0.017364636830204595,16.330397885326086,0.0
gene_a_disease,Gene,disease,medio,4869,8,0.25,0.1265,0.0136106575888162,9.073771725877465,0.012
gene_a_disease,Gene,disease,medio,51176,7,0.42857142857142855,0.14471428571428566,0.016182000582657972,17.54153581982618,0.0
gene_a_disease,Gene,disease,medio,3575,8,0.375,0.127,0.015684387141358124,15.811902483970787,0.0
gene_a_disease,Gene,disease,medio,3714,7,0.42857142857142855,0.145,0.017364636830204595,16.330397885326086,0.0
gene_a_disease,Gene,disease,medio,3762,7,0.5714285714285714,0.14371428571428566,0.011032419757890185,38.76885534638875,0.0
gene_a_disease,Gene,disease,medio,6320,7,0.14285714285714285,0.14385714285714282,0.011910379626911263,-0.08396038004871761,1.0
gene_a_disease,Gene,disease,medio,406913,7,0.42857142857142855,0.1451428571428571,0.01792501387583785,15.811902483970796,0.0
gene_a_disease,Gene,disease,medio,1081,7,0.14285714285714285,0.14471428571428566,0.016182000582657972,-0.11476596157913142,1.0
gene_a_disease,Gene,disease,medio,4170,7,0.2857142857142857,0.14471428571428566,0.01618200058265797,8.713384929123524,0.013
gene_a_disease,Gene,disease,medio,3014,7,0.42857142857142855,0.1451428571428571,0.01902951520611053,14.894156175747469,0.001
gene_a_disease,Gene,disease,medio,4041,8,0.25,0.127375,0.017065590379474128,7.1855117387259515,0.019
gene_a_disease,Gene,disease,medio,100131801,9,0.1111111111111111,0.11288888888888894,0.013941677458984994,-0.1275153426126719,1.0
gene_a_disease,Gene,disease,medio,1184,8,0.25,0.126625,0.014159250509825722,8.713384929123524,0.013
gene_a_disease,Gene,disease,medio,6098,7,0.42857142857142855,0.145,0.017364636830204595,16.330397885326086,0.0
gene_a_disease,Gene,disease,medio,288,7,0.2857142857142857,0.14585714285714282,0.0204834427909819,6.827814263660637,0.021
gene_a_disease,Gene,disease,medio,4835,7,0.42857142857142855,0.14399999999999996,0.012726318543611479,22.360860102333476,0.0
gene_a_disease,Gene,disease,alto,4143,11,0.2727272727272727,0.09381818181818181,0.016,11.181818181818182,0.0
gene_a_disease,Gene,disease,alto,6716,14,0.14285714285714285,0.07542857142857141,0.016422980415085612,4.1057451037714054,0.056
gene_a_disease,Gene,disease,alto,6337,10,0.2,0.10230000000000003,0.014990330216509576,6.517534876743292,0.023
gene_a_disease,Gene,disease,alto,27232,13,0.3076923076923077,0.08007692307692305,0.015253091645096997,14.922573725474868,0.0
gene_a_disease,Gene,disease,alto,7099,34,0.11764705882352941,0.038147058823529416,0.014068265350262552,5.6510165269605395,0.001
gene_a_disease,Gene,disease,alto,2705,14,0.21428571428571427,0.07485714285714283,0.015923285477820313,8.756269026438217,0.002
gene_a_disease,Gene,disease,alto,6648,134,0.16417910447761194,0.018746268656716414,0.005593810027697991,25.998887180790657,0.0
gene_a_disease,Gene,disease,alto,2697,23,0.13043478260869565,0.05004347826086955,0.016163098301126284,4.973755826395254,0.005
gene_a_disease,Gene,disease,alto,546,16,0.1875,0.0665625,0.015407866294526314,7.849075120996044,0.0
gene_a_disease,Gene,disease,alto,3845,97,0.25773195876288657,0.022340206185567008,0.006690006792303825,35.18557751661985,0.0
gene_a_disease,Gene,disease,alto,627,19,0.15789473684210525,0.05699999999999999,0.015081587901438258,6.68992797717828,0.003
gene_a_disease,Gene,disease,alto,4313,46,0.10869565217391304,0.031043478260869558,0.012236176182183577,6.346114403461152,0.0
gene_a_disease,Gene,disease,alto,51129,11,0.5454545454545454,0.09327272727272727,0.015027247978860995,30.090793658154013,0.0
gene_a_disease,Gene,disease,alto,672,28,0.5714285714285714,0.04224999999999999,0.014174162682680836,37.334026938689334,0.0
gene_a_disease,Gene,disease,alto,2261,30,0.13333333333333333,0.0399,0.013424314590407296,6.9600077310538175,0.0
gene_a_disease,Gene,disease,alto,5465,25,0.24,0.046400000000000004,0.014987995196156156,12.917004406943695,0.0
gene_a_disease,Gene,disease,alto,5111,17,0.29411764705882354,0.06370588235294117,0.016855892360430995,13.669508548047638,0.0
gene_a_disease,Gene,disease,alto,7415,10,0.5,0.10350000000000001,0.018377975949489107,21.574737125010895,0.0
gene_a_disease,Gene,disease,alto,1432,13,0.15384615384615385,0.07984615384615382,0.014707402636349233,5.03147984927737,0.038
gene_a_disease,Gene,disease,alto,3689,16,0.3125,0.0671875,0.016461958988832404,14.901780533314234,0.0
gene_a_disease,Gene,disease,alto,1436,13,0.3076923076923077,0.08023076923076922,0.016345203592288863,13.916103104940673,0.0
gene_a_disease,Gene,disease,alto,43,22,0.13636363636363635,0.05181818181818181,0.016287702606517195,5.190753821329312,0.004
gene_a_disease,Gene,disease,alto,7273,15,0.13333333333333333,0.0706,0.015988746042138513,3.9235930802827785,0.058
gene_a_disease,Gene,disease,alto,581,24,0.125,0.04758333333333333,0.01501365119556939,5.156418359413648,0.004
gene_a_disease,Gene,disease,alto,6285,12,0.4166666666666667,0.08691666666666666,0.017310682315328365,19.048931405090315,0.0
gene_a_disease,Gene,disease,alto,1544,20,0.15,0.05470000000000002,0.015096688378581576,6.312642720717931,0.003
gene_a_disease,Gene,disease,alto,5595,28,0.14285714285714285,0.04217857142857142,0.014385322380815802,6.998701090135866,0.001
gene_a_disease,Gene,disease,alto,4297,22,0.13636363636363635,0.05131818181818181,0.015899932428776842,5.3487934572308715,0.005
gene_a_disease,Gene,disease,alto,3039,18,0.2222222222222222,0.05988888888888891,0.015104165070242573,10.747587342855107,0.0
gene_a_disease,Gene,disease,alto,1832,13,0.46153846153846156,0.08061538461538459,0.01644355595801525,23.165492786090454,0.0
gene_a_disease,Gene,disease,alto,5395,19,0.21052631578947367,0.05663157894736841,0.013947269115833164,11.034040826487063,0.0
gene_a_disease,Gene,disease,alto,836,23,0.13043478260869565,0.04921739130434782,0.015222111069310564,5.335488023608693,0.004
gene_a_disease,Gene,disease,alto,3082,28,0.14285714285714285,0.04292857142857141,0.015033805443813917,6.646924612802533,0.0
gene_a_disease,Gene,disease,alto,5054,23,0.13043478260869565,0.048956521739130426,0.01494311836229018,5.452560763701123,0.004
gene_a_disease,Gene,disease,alto,1392,13,0.15384615384615385,0.07976923076923075,0.014520134969297884,5.101669043266825,0.037
gene_a_disease,Gene,disease,alto,3569,98,0.061224489795918366,0.02209183673469388,0.006271775892412616,6.239485232335207,0.001
gene_a_disease,Gene,disease,alto,4953,12,0.25,0.08591666666666664,0.014916201110053307,11.0003433262068,0.001
gene_a_disease,Gene,disease,alto,2072,11,0.18181818181818182,0.09336363636363634,0.014734846537352837,6.003085626328934,0.027
gene_a_disease,Gene,disease,alto,7428,33,0.3333333333333333,0.03781818181818181,0.013703404227404629,21.565090441115952,0.0
gene_a_disease,Gene,disease,alto,6750,18,0.16666666666666666,0.0593888888888889,0.014512553101741406,7.392067889481497,0.002
gene_a_disease,Gene,disease,alto,5915,21,0.19047619047619047,0.05328571428571429,0.01570988394338861,8.732749184198255,0.0
gene_a_disease,Gene,disease,alto,406902,11,0.2727272727272727,0.09418181818181816,0.01741662547611352,10.251437902843195,0.001
gene_a_disease,Gene,disease,alto,2950,51,0.13725490196078433,0.030235294117647055,0.011801185273361704,9.068547384363834,0.0
gene_a_disease,Gene,disease,alto,3565,27,0.14814814814814814,0.04374074074074074,0.014451043127133663,7.224904561482435,0.0
gene_a_disease,Gene,disease,alto,8000,11,0.18181818181818182,0.09381818181818181,0.016508450127732607,5.330603377004391,0.031
gene_a_disease,Gene,disease,alto,2247,19,0.10526315789473684,0.05789473684210525,0.0163072982998207,2.9047375096555634,0.097
gene_a_disease,Gene,disease,alto,1649,15,0.2,0.06993333333333333,0.014696787252850726,8.850006768754016,0.001
gene_a_disease,Gene,disease,alto,5371,12,0.4166666666666667,0.08649999999999997,0.015933019522711665,20.722165449934447,0.0
gene_a_disease,Gene,disease,alto,5071,17,0.17647058823529413,0.06370588235294117,0.01726157402197908,6.532701232157056,0.005
gene_a_disease,Gene,disease,alto,6647,53,0.11320754716981132,0.030056603773584902,0.011183937396023696,7.434854153045389,0.0
