id,nombre,prefijo,genes,descendientes
MONDO_0016987,neuroacanthocytosis,MONDO,710,6
MONDO_0016988,hyperinsulinism due to HNF4A deficiency,MONDO,31,0
MONDO_0016990,acquired prothrombin deficiency,MONDO,0,0
MONDO_0016993,generalized peeling skin syndrome type C,MONDO,0,0
MONDO_0016994,microcephalic osteodysplastic primordial dwarfism types I and III,MONDO,50,1
MONDO_0016995,familial multiple meningioma,MONDO,4,0
MONDO_0016996,NK-cell enteropathy,MONDO,202,0
MONDO_0017003,partial deletion of chromosome X,MONDO,238,7
MONDO_0017004,partial monosomy of the short arm of chromosome X,MONDO,211,4
MONDO_0017007,partial deletion of the long arm of chromosome X,MONDO,28,1
MONDO_0017008,partial duplication of chromosome X,MONDO,135,11
MONDO_0017009,partial duplication of the short arm of chromosome X,MONDO,3,2
MONDO_0017010,partial duplication of the long arm of chromosome X,MONDO,134,7
MONDO_0017012,partial duplication of the short arm of chromosome 1,MONDO,0,1
MONDO_0017013,trisomy 8p,MONDO,19,0
MONDO_0017014,interstitial lung disease specific to childhood,MONDO,1588,14
MONDO_0017015,primary interstitial lung disease specific to childhood,MONDO,1253,7
MONDO_0017019,interstitial lung disease specific to infancy,MONDO,5,1
MONDO_0017026,interstitial lung disease specific to adulthood,MONDO,433,2
MONDO_0017041,osteochondrodysplatic nanism-deafness-retinitis pigmentosa syndrome,MONDO,0,0
MONDO_0017042,thanatophoric dysplasia,MONDO,926,2
MONDO_0017043,congenital mesoblastic nephroma,MONDO,110,0
MONDO_0017044,adult familial nephronophthisis-spastic quadriparesia syndrome,MONDO,0,0
MONDO_0017045,neuroectodermal-endocrine syndrome,MONDO,0,0
MONDO_0017047,infantile axonal neuropathy,MONDO,1,0
MONDO_0017050,intraocular medulloepithelioma,MONDO,7,0
MONDO_0017051,classic maple syrup urine disease,MONDO,3,0
MONDO_0017052,intermediate maple syrup urine disease,MONDO,4,0
MONDO_0017053,intermittent maple syrup urine disease,MONDO,4,0
MONDO_0017054,thiamine-responsive maple syrup urine disease,MONDO,1,0
MONDO_0017056,DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion,MONDO,2,0
MONDO_0017058,autosomal recessive intermediate Charcot-Marie-Tooth disease,MONDO,112,5
MONDO_0017060,open iniencephaly,MONDO,0,0
MONDO_0017061,closed iniencephaly,MONDO,0,0
MONDO_0017062,spina bifida aperta,MONDO,29,6
MONDO_0017063,total spina bifida aperta,MONDO,0,0
MONDO_0017064,thoracolumbosacral spina bifida aperta,MONDO,0,0
MONDO_0017065,lumbosacral spina bifida aperta,MONDO,0,0
MONDO_0017066,cervical spina bifida aperta,MONDO,0,0
MONDO_0017067,cervicothoracic spina bifida aperta,MONDO,0,0
MONDO_0017068,upper thoracic spina bifida aperta,MONDO,0,0
MONDO_0017069,spina bifida cystica,MONDO,169,10
MONDO_0017070,total spina bifida cystica,MONDO,0,0
MONDO_0017071,thoracolumbosacral spina bifida cystica,MONDO,0,0
MONDO_0017072,lumbosacral spina bifida cystica,MONDO,0,0
MONDO_0017073,cervical spina bifida cystica,MONDO,0,0
MONDO_0017074,cervicothoracic spina bifida cystica,MONDO,0,0
MONDO_0017075,upper thoracic spina bifida cystica,MONDO,0,0
MONDO_0017076,posterior meningocele,MONDO,12,0
MONDO_0017077,myelocystocele,MONDO,4,0
MONDO_0017078,cephalocele,MONDO,123,7
MONDO_0017079,meningoencephalocele,MONDO,15,0
MONDO_0017080,occipital encephalocele,MONDO,17,0
MONDO_0017081,parietal encephalocele,MONDO,0,0
MONDO_0017082,basal encephalocele,MONDO,2,0
MONDO_0017084,leptomyelolipoma,MONDO,0,0
MONDO_0017086,primary tethered cord syndrome,MONDO,8,0
MONDO_0017087,neurenteric cyst,MONDO,14,0
MONDO_0017088,isolated amyelia,MONDO,0,0
MONDO_0017089,isolated megalencephaly,MONDO,1,0
MONDO_0017091,bilateral polymicrogyria,MONDO,147,7
MONDO_0017092,unilateral polymicrogyria,MONDO,60,2
MONDO_0017093,unilateral focal polymicrogyria,MONDO,24,0
MONDO_0017094,cerebral cortical dysplasia,MONDO,461,9
MONDO_0017095,isolated focal cortical dysplasia type I,MONDO,16,3
MONDO_0017096,isolated focal cortical dysplasia type Ia,MONDO,6,0
MONDO_0017097,isolated focal cortical dysplasia type Ib,MONDO,0,0
MONDO_0017098,isolated focal cortical dysplasia type Ic,MONDO,0,0
MONDO_0017100,neutropenia-monocytopenia-deafness syndrome,MONDO,206,0
MONDO_0017101,isolated focal cortical dysplasia type IIa,MONDO,6,0
MONDO_0017102,isolated focal cortical dysplasia type IIb,MONDO,30,0
MONDO_0017103,encephaloclastic disorder,MONDO,110,8
MONDO_0017110,isolated Dandy-Walker malformation with hydrocephalus,MONDO,0,0
MONDO_0017111,isolated Dandy-Walker malformation without hydrocephalus,MONDO,1,0
MONDO_0017112,isolated unilateral hemispheric cerebellar hypoplasia,MONDO,3,0
MONDO_0017116,congenital communicating hydrocephalus,MONDO,2,0
MONDO_0017117,congenital non-communicating hydrocephalus,MONDO,6,0
MONDO_0017123,arthrogryposis-renal dysfunction-cholestasis syndrome,MONDO,17,1
MONDO_0017126,oculo-skeletal-renal syndrome,MONDO,0,0
MONDO_0017134,odonto-onycho dysplasia-alopecia syndrome,MONDO,76,0
MONDO_0017135,olivopontocerebellar atrophy-deafness syndrome,MONDO,15,0
MONDO_0017136,omodysplasia,MONDO,117,2
MONDO_0017138,Opitz G/BBB syndrome,MONDO,79,1
MONDO_0017139,oromandibular-limb hypogenesis syndrome,MONDO,96,4
MONDO_0017140,L1 syndrome,MONDO,231,5
MONDO_0017145,beta-thalassemia and related diseases,MONDO,1847,11
MONDO_0017147,idiopathic pulmonary arterial hypertension,MONDO,959,0
MONDO_0017148,heritable pulmonary arterial hypertension,MONDO,305,4
MONDO_0017160,behavioral variant of frontotemporal dementia,MONDO,412,2
MONDO_0017161,frontotemporal dementia with motor neuron disease,MONDO,143,3
MONDO_0017162,imperforate oropharynx-costo vetebral anomalies syndrome,MONDO,0,0
MONDO_0017165,bile acid CoA ligase deficiency and defective amidation,MONDO,0,0
MONDO_0017167,malignant epithelial tumor of salivary glands,MONDO,163,4
MONDO_0017169,multiple endocrine neoplasia,MONDO,517,6
MONDO_0017171,"mucopolysaccharidosis type 6, rapidly progressing",MONDO,1,0
MONDO_0017172,"mucopolysaccharidosis type 6, slowly progressing",MONDO,1,0
MONDO_0017174,Machado-Joseph disease type 1,MONDO,29,0
MONDO_0017175,Machado-Joseph disease type 2,MONDO,29,0
MONDO_0017176,Machado-Joseph disease type 3,MONDO,48,0
MONDO_0017177,hemihyperplasia-multiple lipomatosis syndrome,MONDO,2,0
MONDO_0017178,osteochondritis dissecans,MONDO,516,0
MONDO_0017180,10q22.3q23.3 microduplication syndrome,MONDO,3,0
MONDO_0017181,hypnic headache,MONDO,2271,11
MONDO_0017182,familial hyperinsulinism,MONDO,4908,21
MONDO_0017183,hyperinsulinism due to UCP2 deficiency,MONDO,113,0
MONDO_0017184,autosomal dominant hyperinsulinism due to SUR1 deficiency,MONDO,189,0
MONDO_0017185,autosomal dominant hyperinsulinism due to Kir6.2 deficiency,MONDO,177,0
MONDO_0017186,diazoxide-resistant hyperinsulinism,MONDO,278,6
MONDO_0017187,diazoxide-resistant focal hyperinsulinism due to SUR1 deficiency,MONDO,1,0
MONDO_0017188,diazoxide-resistant focal hyperinsulinism due to Kir6.2 deficiency,MONDO,1,0
MONDO_0017189,adult-onset non-insulinoma persistent hyperinsulinemic hypoglycemia,MONDO,59,0
MONDO_0017193,symptomatic form of Coffin-Lowry syndrome in female carriers,MONDO,5,0
MONDO_0017194,Blount disease,MONDO,184,0
MONDO_0017195,Bruck syndrome,MONDO,164,0
MONDO_0017196,osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome,MONDO,7,0
MONDO_0017197,osteopathia striata-pigmentary dermopathy-white forelock syndrome,MONDO,100,0
MONDO_0017198,osteopetrosis,MONDO,1111,19
MONDO_0017199,osteoporosis-macrocephaly-blindness-joint hyperlaxity syndrome,MONDO,0,0
MONDO_0017202,acute endophthalmitis,MONDO,1,0
MONDO_0017203,chronic endophthalmitis,MONDO,0,0
MONDO_0017207,primary organ-specific lymphoma,MONDO,2101,24
MONDO_0017209,infectious posterior uveitis,MONDO,2,0
MONDO_0017210,infectious anterior uveitis,MONDO,3,1
MONDO_0017219,microform holoprosencephaly,MONDO,62,3
MONDO_0017221,"Pelizaeus-Merzbacher disease, connatal form",MONDO,33,0
MONDO_0017222,"Pelizaeus-Merzbacher disease, classic form",MONDO,119,0
MONDO_0017223,"Pelizaeus-Merzbacher disease, transitional form",MONDO,7,0
MONDO_0017224,Pelizaeus-Merzbacher disease in female carriers,MONDO,1,0
MONDO_0017225,null syndrome,MONDO,97,0
MONDO_0017226,Pelizaeus-Merzbacher-like disease,MONDO,56,6
MONDO_0017229,distal monosomy 12p,MONDO,0,0
MONDO_0017230,autosomal semi-dominant severe lipodystrophic laminopathy,MONDO,38,0
MONDO_0017231,erythropoietic uroporphyria associated with myeloid malignancy,MONDO,0,0
MONDO_0017232,recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome,MONDO,3,0
MONDO_0017235,familial omphalocele syndrome with facial dysmorphism,MONDO,0,0
MONDO_0017236,rapidly progressive glomerulonephritis,MONDO,128,1
MONDO_0017237,hereditary sensorimotor neuropathy with hyperelastic skin,MONDO,1,0
MONDO_0017238,hemoglobinopathy Toms River,MONDO,1,0
MONDO_0017239,familial progressive hyper- and hypopigmentation,MONDO,8,0
MONDO_0017256,idiopathic anterior uveitis,MONDO,20,0
MONDO_0017258,idiopathic panuveitis,MONDO,52,0
MONDO_0017264,syndromic recessive X-linked ichthyosis,MONDO,16,0
MONDO_0017265,autosomal recessive congenital ichthyosis,MONDO,518,9
MONDO_0017266,keratinopathic ichthyosis,MONDO,197,12
MONDO_0017267,self-healing collodion baby,MONDO,7,0
MONDO_0017268,acral self-healing collodion baby,MONDO,29,0
MONDO_0017269,X-linked ichthyosis syndrome,MONDO,73,3
MONDO_0017275,spastic paraplegia-facial-cutaneous lesions syndrome,MONDO,21,0
MONDO_0017276,frontotemporal dementia,MONDO,1668,9
MONDO_0017277,partial deletion of chromosome 12,MONDO,184,8
MONDO_0017278,autoimmune polyendocrinopathy,MONDO,242,1
MONDO_0017279,young-onset Parkinson disease,MONDO,226,4
MONDO_0017283,DeSanto-Shinawi Syndrome due to 10p11.21p12.31 microdeletion,MONDO,3,0
MONDO_0017284,Xp22.13p22.2 duplication syndrome,MONDO,3,0
MONDO_0017285,penoscrotal transposition,MONDO,19,0
MONDO_0017287,IgG4-related disease,MONDO,1361,6
MONDO_0017290,familial intrahepatic cholestasis,MONDO,557,14
MONDO_0017292,well-differentiated fetal adenocarcinoma of the lung,MONDO,7,0
MONDO_0017294,"glycerol kinase deficiency, infantile form",MONDO,0,0
MONDO_0017295,"glycerol kinase deficiency, juvenile form",MONDO,1,0
MONDO_0017296,"glycerol kinase deficiency, adult form",MONDO,1,0
MONDO_0017301,pericardial and diaphragmatic defect,MONDO,70,0
MONDO_0017303,qualitative or quantitative defects of tropomyosin,MONDO,328,13
MONDO_0017304,ocular albinism,MONDO,276,5
MONDO_0017305,syndromic oculocutaneous albinism,MONDO,907,20
MONDO_0017306,disorder of phenylalanine metabolism,MONDO,892,12
MONDO_0017307,disorder of tyrosine metabolism,MONDO,736,13
MONDO_0017309,neonatal Marfan syndrome,MONDO,6,0
MONDO_0017310,Marfan and Marfan-related disorder,MONDO,672,12
MONDO_0017312,Perrault syndrome,MONDO,361,4
MONDO_0017313,disorder of folate metabolism and transport,MONDO,425,9
MONDO_0017314,"Ehlers-Danlos syndrome, vascular type",MONDO,81,2
MONDO_0017315,short stature-webbed neck-heart disease syndrome,MONDO,0,0
MONDO_0017316,short stature-deafness-neutrophil dysfunction-dysmorphism syndrome,MONDO,3,0
MONDO_0017317,phakomatosis pigmentokeratotica,MONDO,4,0
MONDO_0017318,phakomatosis pigmentovascularis,MONDO,50,3
MONDO_0017319,hereditary elliptocytosis,MONDO,883,2
MONDO_0017320,phosphoenolpyruvate carboxykinase deficiency,MONDO,211,2
MONDO_0017321,pili torti-onychodysplasia syndrome,MONDO,77,0
MONDO_0017322,disorders of vitamin D metabolism,MONDO,72,4
MONDO_0017323,hypocalcemic rickets,MONDO,64,3
MONDO_0017324,autosomal recessive hypophosphatemic rickets,MONDO,401,1
MONDO_0017325,early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation,MONDO,7,0
MONDO_0017329,familial vesicoureteral reflux,MONDO,109,1
MONDO_0017331,Pilotto syndrome,MONDO,0,0
MONDO_0017334,12q15q21.1 microdeletion syndrome,MONDO,0,0
MONDO_0017335,microtriplication 11q24.1,MONDO,4,0
MONDO_0017337,inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency,MONDO,74,0
MONDO_0017338,fatal multiple mitochondrial dysfunctions syndrome,MONDO,49,6
MONDO_0017339,exfoliative ichthyosis,MONDO,80,1
MONDO_0017340,juvenile nasopharyngeal angiofibroma,MONDO,66,0
MONDO_0017341,virus associated tumor,MONDO,7073,69
MONDO_0017342,Epstein-Barr virus-related tumor,MONDO,6875,56
MONDO_0017343,Epstein-Barr virus-associated malignant lymphoproliferative disorder,MONDO,4057,19
MONDO_0017344,Epstein-Barr virus-associated carcinoma,MONDO,4951,3
MONDO_0017345,Epstein-Barr virus-associated mesenchymal tumor,MONDO,1258,31
MONDO_0017346,Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly,MONDO,15,0
MONDO_0017349,myopericytoma,MONDO,115,0
MONDO_0017350,inborn disorder of tryptophan metabolism,MONDO,28,2
MONDO_0017351,inborn disorder of lysine and hydroxylysine metabolism,MONDO,110,4
MONDO_0017352,disorder of glutamine metabolism,MONDO,7,2
MONDO_0017353,neonatal glycine encephalopathy,MONDO,3,0
MONDO_0017354,infantile glycine encephalopathy,MONDO,4,0
MONDO_0017355,inborn disorder of proline metabolism,MONDO,488,12
MONDO_0017356,inborn disorder of ornithine metabolism,MONDO,210,6
MONDO_0017359,3-methylglutaconic aciduria,MONDO,455,12
MONDO_0017360,vitamin B12-unresponsive methylmalonic acidemia type mut0,MONDO,36,0
MONDO_0017362,neuralgic amyotrophy,MONDO,10,0
MONDO_0017365,"hereditary acrokeratotic poikiloderma, Weary type",MONDO,5,0
MONDO_0017366,hereditary pheochromocytoma-paraganglioma,MONDO,1684,5
MONDO_0017375,congenital enterovirus infection,MONDO,12,0
MONDO_0017377,preaxial polydactyly-colobomata-intellectual disability syndrome,MONDO,21,0
MONDO_0017379,polyneuropathy-intellectual disability-acromicria-premature menopause syndrome,MONDO,13,0
MONDO_0017380,juvenile polyposis syndrome,MONDO,537,2
MONDO_0017381,congenital herpes simplex virus infection,MONDO,30,0
MONDO_0017382,familial clubfoot due to 5q31 microdeletion,MONDO,0,0
MONDO_0017383,familial clubfoot due to PITX1 point mutation,MONDO,1,0
MONDO_0017385,malignant migrating partial seizures of infancy,MONDO,62,1
MONDO_0017386,pleomorphic rhabdomyosarcoma,MONDO,93,2
MONDO_0017387,epithelioid sarcoma,MONDO,247,2
MONDO_0017389,tetrahydrobiopterin-responsive hyperphenylalaninemia/phenylketonuria,MONDO,1,0
MONDO_0017391,Grayson-Wilbrandt corneal dystrophy,MONDO,0,0
MONDO_0017392,pre-descemet corneal dystrophy,MONDO,15,0
MONDO_0017393,blepharophimosis - intellectual disability syndrome,MONDO,51,6
MONDO_0017396,toxic dermatosis,MONDO,323,3
MONDO_0017398,3MC syndrome,MONDO,79,2
MONDO_0017399,"frontotemporal dementia, right temporal atrophy variant",MONDO,0,0
MONDO_0017400,hypoplastic pancreas-intestinal atresia-hypoplastic gallbalder syndrome,MONDO,95,0
MONDO_0017401,"familial isolated arrhythmogenic ventricular dysplasia, left dominant form",MONDO,12,0
MONDO_0017402,"familial isolated arrhythmogenic ventricular dysplasia, biventricular form",MONDO,12,0
MONDO_0017403,"familial isolated arrhythmogenic ventricular dysplasia, right dominant form",MONDO,14,0
MONDO_0017404,distal Xq28 microduplication syndrome,MONDO,2,0
MONDO_0017405,1p21.3 microdeletion syndrome,MONDO,2,0
MONDO_0017406,hypogonadotropic hypogonadism-severe microcephaly-sensorineural hearing loss-dysmorphism syndrome,MONDO,8,0
MONDO_0017407,deficiency in anterior pituitary function - variable immunodeficiency syndrome,MONDO,8,0
MONDO_0017408,rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome,MONDO,16,0
MONDO_0017410,porencephaly,MONDO,22,3
MONDO_0017411,neonatal inflammatory skin and bowel disease,MONDO,58,1
MONDO_0017413,Reunion island Larsen syndrome,MONDO,616,0
MONDO_0017415,multiple pterygium syndrome,MONDO,235,6
MONDO_0017417,renal-hepatic-pancreatic dysplasia,MONDO,168,1
MONDO_0017419,non-syndromic amelia,MONDO,6,7
MONDO_0017424,non-syndromic brachydactyly,MONDO,104,9
MONDO_0017425,preaxial polydactyly of fingers,MONDO,120,12
MONDO_0017426,postaxial polydactyly of fingers,MONDO,0,0
MONDO_0017427,congenital deformities of limbs,MONDO,123,4
MONDO_0017435,popliteal pterygium syndrome,MONDO,3563,2
MONDO_0017436,lethal congenital contracture syndrome,MONDO,141,6
MONDO_0017437,amelia of upper limb,MONDO,0,2
MONDO_0017438,amelia of lower limb,MONDO,0,2
MONDO_0017439,tetra-amelia,MONDO,6,0
MONDO_0017440,humeral agenesis/hypoplasia,MONDO,0,2
MONDO_0017441,congenital absence of upper arm and forearm with hand present,MONDO,109,0
MONDO_0017442,congenital absence of thigh and lower leg with foot present,MONDO,0,2
MONDO_0017443,congenital absence of both forearm and hand,MONDO,0,2
MONDO_0017444,congenital absence of both lower leg and foot,MONDO,0,2
MONDO_0017445,acheiria,MONDO,0,2
MONDO_0017446,apodia,MONDO,0,2
MONDO_0017449,split hand,MONDO,1,2
MONDO_0017450,split foot,MONDO,0,2
MONDO_0017451,non-syndromic brachydactyly of fingers,MONDO,0,2
MONDO_0017452,non-syndromic brachydactyly of toes,MONDO,0,2
MONDO_0017454,triphalangeal thumb-polysyndactyly syndrome,MONDO,87,0
MONDO_0017455,hyperphalangy,MONDO,2,2
MONDO_0017456,central polydactyly of fingers,MONDO,0,2
MONDO_0017457,Preaxial polydactyly of toes,MONDO,0,2
MONDO_0017460,syndactyly type 6,MONDO,0,0
MONDO_0017461,familial isolated clinodactyly of fingers,MONDO,0,0
MONDO_0017462,congenital pseudoarthrosis of the tibia,MONDO,0,0
MONDO_0017463,congenital pseudoarthrosis of the femur,MONDO,0,0
MONDO_0017464,congenital pseudoarthrosis of the fibula,MONDO,0,0
MONDO_0017465,congenital pseudoarthrosis of the radius,MONDO,0,0
MONDO_0017466,congenital pseudoarthrosis of the ulna,MONDO,0,0
MONDO_0017467,tibio-fibular synostosis,MONDO,0,0
MONDO_0017468,congenital shoulder dislocation,MONDO,0,0
MONDO_0017469,congenital elbow dislocation,MONDO,0,2
MONDO_0017470,congenital knee dislocation,MONDO,0,2
MONDO_0017471,congenital patella dislocation,MONDO,3,2
MONDO_0017472,"patella aplasia/hypoplasia, unilateral",MONDO,0,0
MONDO_0017473,"patella aplasia/hypoplasia, bilateral",MONDO,0,0
MONDO_0017474,macrodactyly of fingers,MONDO,43,2
MONDO_0017475,macrodactyly of toes,MONDO,38,2
MONDO_0017476,upper limb hypertrophy,MONDO,0,0
MONDO_0017477,lower limb hypertrophy,MONDO,0,0
MONDO_0017478,"amelia of upper limb, unilateral",MONDO,0,0
MONDO_0017479,"amelia of upper limb, bilateral",MONDO,0,0
MONDO_0017480,"amelia of lower limb, unilateral",MONDO,0,0
MONDO_0017481,"amelia of lower limb, bilateral",MONDO,0,0
MONDO_0017482,"humeral agenesis/hypoplasia, unilateral",MONDO,0,0
MONDO_0017483,"humeral agenesis/hypoplasia, bilateral",MONDO,0,0
MONDO_0017484,"femoral agenesis/hypoplasia, unilateral",MONDO,0,0
MONDO_0017485,"femoral agenesis/hypoplasia, bilateral",MONDO,0,0
MONDO_0017486,"radial hemimelia, unilateral",MONDO,0,0
MONDO_0017487,"radial hemimelia, bilateral",MONDO,0,0
MONDO_0017488,"ulnar hemimelia, bilateral",MONDO,0,0
MONDO_0017489,"ulnar hemimelia, unilateral",MONDO,0,0
MONDO_0017490,"tibial hemimelia, unilateral",MONDO,0,0
MONDO_0017491,"tibial hemimelia, bilateral",MONDO,0,0
MONDO_0017492,"fibular hemimelia, unilateral",MONDO,0,0
MONDO_0017493,"fibular hemimelia, bilateral",MONDO,0,0
MONDO_0017496,"congenital absence of thigh and lower leg with foot present, unilateral",MONDO,0,0
MONDO_0017497,"congenital absence of thigh and lower leg with foot present, bilateral",MONDO,0,0
MONDO_0017498,"congenital absence of both forearm and hand, unilateral",MONDO,0,0
MONDO_0017499,"congenital absence of both forearm and hand, bilateral",MONDO,0,0
MONDO_0017500,"congenital absence of both lower leg and foot, unilateral",MONDO,0,0
MONDO_0017501,"congenital absence of both lower leg and foot, bilateral",MONDO,0,0
MONDO_0017502,"acheiria, unilateral",MONDO,0,0
MONDO_0017503,"acheiria, bilateral",MONDO,0,0
MONDO_0017504,"apodia, unilateral",MONDO,0,0
MONDO_0017505,"apodia, bilateral",MONDO,0,0
MONDO_0017509,"adactyly of foot, unilateral",MONDO,0,0
MONDO_0017510,"adactyly of foot, bilateral",MONDO,0,0
MONDO_0017511,"split hand, unilateral",MONDO,0,0
MONDO_0017512,"split hand, bilateral",MONDO,0,0
MONDO_0017513,"split foot, unilateral",MONDO,0,0
MONDO_0017514,"split foot, bilateral",MONDO,0,0
MONDO_0017515,"brachydactyly of fingers, unilateral",MONDO,0,0
MONDO_0017516,"brachydactyly of fingers, bilateral",MONDO,0,0
MONDO_0017517,"brachydactyly of toes, unilateral",MONDO,0,0
MONDO_0017518,"brachydactyly of toes, bilateral",MONDO,0,0
MONDO_0017519,"symbrachydactyly of hand and foot, unilateral",MONDO,0,0
MONDO_0017520,"symbrachydactyly of hand and foot, bilateral",MONDO,0,0
MONDO_0017521,"hyperphalangy, unilateral",MONDO,0,0
MONDO_0017522,"hyperphalangy, bilateral",MONDO,0,0
MONDO_0017523,"polydactyly of a biphalangeal thumb, unilateral",MONDO,0,0
MONDO_0017524,"polydactyly of a biphalangeal thumb, bilateral",MONDO,0,0
MONDO_0017525,"polydactyly of a triphalangeal thumb, unilateral",MONDO,0,0
MONDO_0017526,"polydactyly of a triphalangeal thumb, bilateral",MONDO,0,0
MONDO_0017527,"polydactyly of an index finger, unilateral",MONDO,0,0
MONDO_0017528,"polydactyly of an index finger, bilateral",MONDO,0,0
MONDO_0017529,"polysyndactyly, unilateral",MONDO,0,0
MONDO_0017530,"polysyndactyly, bilateral",MONDO,0,0
MONDO_0017531,"postaxial polydactyly type A, unilateral",MONDO,0,0
MONDO_0017532,"postaxial polydactyly type A, bilateral",MONDO,0,0
MONDO_0017533,"postaxial polydactyly type B, unilateral",MONDO,0,0
MONDO_0017534,"postaxial polydactyly type B, bilateral",MONDO,0,0
MONDO_0017535,"central polydactyly of fingers, unilateral",MONDO,0,0
MONDO_0017536,"central polydactyly of fingers, bilateral",MONDO,0,0
MONDO_0017537,"Preaxial polydactyly of toes, unilateral",MONDO,0,0
MONDO_0017538,"Preaxial polydactyly of toes, bilateral",MONDO,0,0
MONDO_0017543,zygodactyly type 2,MONDO,1,0
MONDO_0017544,zygodactyly type 3,MONDO,1,0
MONDO_0017545,zygodactyly type 4,MONDO,0,0
MONDO_0017546,"congenital vertical talus, unilateral",MONDO,1,0
MONDO_0017547,"congenital vertical talus, bilateral",MONDO,1,0
MONDO_0017548,"humero-radio-ulnar synostosis, unilateral",MONDO,0,0
MONDO_0017549,"humero-radio-ulnar synostosis, bilateral",MONDO,0,0
MONDO_0017550,"humero-radial synostosis, unilateral",MONDO,0,0
MONDO_0017551,"humero-radial synostosis, bilateral",MONDO,0,0
MONDO_0017552,"humero-ulnar synostosis, unilateral",MONDO,0,0
MONDO_0017553,"humero-ulnar synostosis, bilateral",MONDO,0,0
MONDO_0017554,"radio-ulnar synostosis, unilateral",MONDO,0,0
MONDO_0017555,"radio-ulnar synostosis, bilateral",MONDO,0,0
MONDO_0017556,"Madelung deformity, unilateral",MONDO,0,0
MONDO_0017557,"Madelung deformity, bilateral",MONDO,0,0
MONDO_0017558,"congenital elbow dislocation, unilateral",MONDO,0,0
MONDO_0017559,"congenital elbow dislocation, bilateral",MONDO,0,0
MONDO_0017560,congenital genu recurvatum,MONDO,0,0
MONDO_0017561,congenital genu flexum,MONDO,0,0
MONDO_0017562,"congenital patella dislocation, unilateral",MONDO,0,0
MONDO_0017563,"congenital patella dislocation, bilateral",MONDO,0,0
MONDO_0017564,"macrodactyly of fingers, unilateral",MONDO,0,0
MONDO_0017565,"macrodactyly of fingers, bilateral",MONDO,0,0
MONDO_0017566,"macrodactyly of toes, unilateral",MONDO,0,0
MONDO_0017567,"macrodactyly of toes, bilateral",MONDO,0,0
MONDO_0017568,Prata-Liberal-Goncalves syndrome,MONDO,149,0
MONDO_0017569,de Barsy syndrome,MONDO,165,2
MONDO_0017570,leukocyte adhesion deficiency,MONDO,570,3
MONDO_0017571,Proteus-like syndrome,MONDO,15,0
MONDO_0017573,"46,XX disorder of sex development-anorectal anomalies syndrome",MONDO,0,0
MONDO_0017574,chronic intestinal pseudoobstruction,MONDO,271,2
MONDO_0017575,mitochondrial neurogastrointestinal encephalomyopathy,MONDO,79,0
MONDO_0017576,"46,XX disorder of sex development",MONDO,894,5
MONDO_0017578,disorder of thiamine metabolism and transport,MONDO,126,7
MONDO_0017579,Baraitser-Winter cerebrofrontofacial syndrome,MONDO,17,1
MONDO_0017580,11p15.4 microduplication syndrome,MONDO,0,0
MONDO_0017582,pituitary adenocarcinoma,MONDO,251,2
MONDO_0017583,mirror polydactyly-vertebral segmentation-limbs defects syndrome,MONDO,23,0
MONDO_0017588,nail tumor,MONDO,1,0
MONDO_0017591,combined pulmonary fibrosis-emphysema syndrome,MONDO,64,0
MONDO_0017592,staphylococcal toxemia,MONDO,14,1
MONDO_0017593,juvenile amyotrophic lateral sclerosis,MONDO,194,2
MONDO_0017594,indolent B-cell non-Hodgkin lymphoma,MONDO,5040,18
MONDO_0017595,aggressive B-cell non-Hodgkin lymphoma,MONDO,5809,26
MONDO_0017596,diffuse large B-cell lymphoma of the central nervous system,MONDO,101,0
MONDO_0017599,splenic diffuse red pulp small B-cell lymphoma,MONDO,29,0
MONDO_0017607,caudal regression sequence,MONDO,32,0
MONDO_0017609,renal tubular dysgenesis,MONDO,99,2
MONDO_0017610,epidermolysis bullosa simplex,MONDO,730,23
MONDO_0017611,pituitary tumor,MONDO,2356,27
MONDO_0017612,junctional epidermolysis bullosa,MONDO,220,17
MONDO_0017613,intellectual disability-hypotonia-skin hyperpigmentation syndrome,MONDO,0,0
MONDO_0017614,X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome,MONDO,8,0
MONDO_0017615,benign familial infantile epilepsy,MONDO,158,2
MONDO_0017616,"X-linked intellectual disability, Schutz type",MONDO,0,0
MONDO_0017617,acquired adult-onset immunodeficiency,MONDO,6,0
MONDO_0017618,congenital sucrase-isomaltase deficiency with starch intolerance,MONDO,0,0
MONDO_0017619,congenital sucrase-isomaltase deficiency with minimal starch tolerance,MONDO,0,0
MONDO_0017620,congenital sucrase-isomaltase deficiency without starch intolerance,MONDO,0,0
MONDO_0017621,congenital sucrase-isomaltase deficiency with starch and lactose intolerance,MONDO,0,0
MONDO_0017622,congenital sucrase-isomaltase deficiency without sucrose intolerance,MONDO,0,0
MONDO_0017623,PTEN hamartoma tumor syndrome,MONDO,695,4
