id,nombre,prefijo,genes,descendientes
DOID_0050890,synucleinopathy,DOID,2036,9
DOID_10113,trypanosomiasis,DOID,1554,4
DOID_10718,giardiasis,DOID,303,0
DOID_13406,pulmonary sarcoidosis,DOID,433,1
DOID_1947,trichomoniasis,DOID,96,6
DOID_7551,gonorrhea,DOID,1547,19
EFO_0000094,B-cell acute lymphoblastic leukemia,EFO,1161,1
EFO_0000095,chronic lymphocytic leukemia,EFO,4735,3
EFO_0000096,neoplasm of mature B-cells,EFO,8143,44
EFO_0000174,Ewing sarcoma,EFO,1916,1
EFO_0000178,gastric carcinoma,EFO,7096,22
EFO_0000180,HIV-1 infection,EFO,2630,0
EFO_0000181,head and neck squamous cell carcinoma,EFO,9244,33
EFO_0000182,hepatocellular carcinoma,EFO,13562,9
EFO_0000183,Hodgkins lymphoma,EFO,2701,4
EFO_0000186,invasive breast ductal carcinoma,EFO,4199,6
EFO_0000191,MALT lymphoma,EFO,1099,5
EFO_0000195,metabolic syndrome,EFO,4228,0
EFO_0000196,metastatic prostate cancer,EFO,1377,0
EFO_0000197,mucinous carcinoma,EFO,1649,42
EFO_0000198,myelodysplastic syndrome,EFO,4415,9
EFO_0000199,oral squamous cell carcinoma,EFO,6717,9
EFO_0000200,plasma cell neoplasm,EFO,5076,7
EFO_0000203,monoclonal gammopathy,EFO,1086,1
EFO_0000205,stage I endometrioid carcinoma,EFO,0,0
EFO_0000206,stage II endometrioid carcinoma,EFO,0,0
EFO_0000209,T-cell acute lymphoblastic leukemia,EFO,1577,4
EFO_0000211,unspecified peripheral T-cell lymphoma,EFO,265,0
EFO_0000216,acinar cell carcinoma,EFO,658,9
EFO_0000217,gastritis,EFO,1934,11
EFO_0000218,acute erythroleukemia,EFO,1081,1
EFO_0000220,acute lymphoblastic leukemia,EFO,7120,24
EFO_0000221,acute monocytic leukemia,EFO,707,2
EFO_0000222,acute myeloid leukemia,EFO,10146,85
EFO_0000223,acute myelomonocytic leukemia,EFO,434,0
EFO_0000224,acute promyelocytic leukemia,EFO,2252,0
EFO_0000225,acute quadriplegic myopathy,EFO,805,0
EFO_0000228,adenocarcinoma,EFO,17230,320
EFO_0000231,adenoid cystic carcinoma,EFO,897,24
EFO_0000232,adenoma,EFO,5603,97
EFO_0000233,adenosquamous lung carcinoma,EFO,393,0
EFO_0000239,adrenal gland pheochromocytoma,EFO,565,3
EFO_0000248,alveolar rhabdomyosarcoma,EFO,846,0
EFO_0000255,angioimmunoblastic T-cell lymphoma,EFO,568,0
EFO_0000266,aortic stenosis,EFO,927,2
EFO_0000272,astrocytoma,EFO,10671,30
EFO_0000274,atopic eczema,EFO,3002,7
EFO_0000275,atrial fibrillation,EFO,5591,7
EFO_0000278,pancreatitis,EFO,2163,9
EFO_0000279,azoospermia,EFO,1888,55
EFO_0000280,Barrett's esophagus,EFO,2628,0
EFO_0000281,basal-like breast carcinoma,EFO,17,0
EFO_0000284,benign prostatic hyperplasia,EFO,3310,0
EFO_0000294,bladder tumor,EFO,7705,35
EFO_0000304,breast adenocarcinoma,EFO,6851,23
EFO_0000305,breast carcinoma,EFO,13140,62
EFO_0000306,breast tumor luminal,EFO,364,2
EFO_0000308,bronchoalveolar adenocarcinoma,EFO,517,1
EFO_0000309,Burkitts lymphoma,EFO,2179,4
EFO_0000313,carcinoma,EFO,19677,799
EFO_0000318,cardiomyopathy,EFO,7534,218
EFO_0000319,cardiovascular disease,EFO,16352,1159
EFO_0000326,central nervous system cancer,EFO,11667,174
EFO_0000330,childhood acute myeloid leukemia,EFO,50,0
EFO_0000331,chondroblastoma,EFO,187,0
EFO_0000332,chondromyxoid fibroma,EFO,42,0
EFO_0000333,chondrosarcoma,EFO,1427,11
EFO_0000335,chromophobe renal cell carcinoma,EFO,2347,0
EFO_0000337,chronic gastritis,EFO,1042,1
EFO_0000339,chronic myelogenous leukemia,EFO,4848,2
EFO_0000341,chronic obstructive pulmonary disease,EFO,7191,10
EFO_0000342,chronic pancreatitis,EFO,1728,2
EFO_0000348,clear cell adenocarcinoma,EFO,4798,14
EFO_0000349,clear cell renal carcinoma,EFO,5537,1
EFO_0000350,clear cell sarcoma of the kidney,EFO,89,0
EFO_0000364,colon mucinous adenocarcinoma,EFO,85,2
EFO_0000365,colorectal adenocarcinoma,EFO,6802,22
EFO_0000373,congestive heart failure,EFO,810,7
EFO_0000384,Crohn's disease,EFO,6497,10
EFO_0000389,cutaneous melanoma,EFO,4441,8
EFO_0000394,dedifferentiated chondrosarcoma,EFO,48,0
EFO_0000397,dermal neurofibroma,EFO,17,0
EFO_0000398,dermatomyositis,EFO,1707,4
EFO_0000400,diabetes mellitus,EFO,12678,49
EFO_0000401,diabetic nephropathy,EFO,3963,2
EFO_0000402,diffuse gastric adenocarcinoma,EFO,757,3
EFO_0000403,diffuse large B-cell lymphoma,EFO,4677,13
EFO_0000404,diffuse scleroderma,EFO,178,0
EFO_0000407,dilated cardiomyopathy,EFO,2149,70
EFO_0000432,breast ductal carcinoma in situ,EFO,2975,1
EFO_0000437,embryonal rhabdomyosarcoma,EFO,779,3
EFO_0000464,emphysema,EFO,1776,3
EFO_0000465,endocarditis,EFO,265,4
EFO_0000466,endometrioid carcinoma,EFO,1869,11
EFO_0000474,epilepsy,EFO,7128,203
EFO_0000478,esophageal adenocarcinoma,EFO,3975,3
EFO_0000479,essential thrombocythemia,EFO,1536,0
EFO_0000483,exercise,EFO,11,0
EFO_0000489,extra-adrenal sympathetic paraganglioma,EFO,55,2
EFO_0000495,fetal growth restriction,EFO,2589,0
EFO_0000497,fibromatosis,EFO,759,9
EFO_0000499,follicular thyroid adenoma,EFO,696,1
EFO_0000500,ganglioneuroma,EFO,1337,0
EFO_0000501,follicular thyroid carcinoma,EFO,1870,5
EFO_0000502,ganglioneuroblastoma,EFO,212,3
EFO_0000503,gastric adenocarcinoma,EFO,5084,10
EFO_0000504,gastric intestinal type adenocarcinoma,EFO,731,0
EFO_0000508,genetic disorder,EFO,20044,10077
EFO_0000512,reproductive system disease,EFO,17887,1127
EFO_0000514,germ cell tumor,EFO,4417,144
EFO_0000519,glioblastoma multiforme,EFO,10339,6
EFO_0000536,hyperplasia,EFO,4406,18
EFO_0000537,hypertension,EFO,7843,44
EFO_0000538,hypertrophic cardiomyopathy,EFO,4760,63
EFO_0000540,immune system disease,EFO,17434,1173
EFO_0000544,infection,EFO,11944,0
EFO_0000545,infertility,EFO,5456,119
EFO_0000546,injury,EFO,6451,100
EFO_0000549,insulinoma,EFO,1554,1
EFO_0000551,intracranial hemorrhage,EFO,1390,6
EFO_0000552,invasive breast ductal and lobular carcinoma,EFO,8,0
EFO_0000553,invasive lobular carcinoma,EFO,464,0
EFO_0000555,irritable bowel syndrome,EFO,1794,0
EFO_0000557,juvenile dermatomyositis,EFO,1625,0
EFO_0000558,Kaposi's sarcoma,EFO,1024,4
EFO_0000559,keratinizing squamous cell carcinoma,EFO,15,3
EFO_0000563,large cell neuroendocrine carcinoma,EFO,535,6
EFO_0000564,leiomyosarcoma,EFO,1215,28
EFO_0000565,leukemia,EFO,12160,132
EFO_0000569,liposarcoma,EFO,1347,21
EFO_0000571,lung adenocarcinoma,EFO,10711,15
EFO_0000574,lymphoma,EFO,10873,154
EFO_0000580,medullary breast carcinoma,EFO,102,0
EFO_0000584,infectious meningitis,EFO,960,15
EFO_0000588,mesothelioma,EFO,3241,19
EFO_0000589,metabolic disease,EFO,16755,2084
EFO_0000595,monophasic synovial sarcoma,EFO,17,1
EFO_0000612,myocardial infarction,EFO,5705,7
EFO_0000613,myxoid liposarcoma,EFO,234,1
EFO_0000616,neoplasm,EFO,22649,3364
EFO_0000618,nervous system disease,EFO,20385,4157
EFO_0000621,neuroblastoma,EFO,6501,13
EFO_0000622,neurofibroma,EFO,672,3
EFO_0000625,nevus,EFO,1426,35
EFO_0000630,oligoastrocytoma,EFO,405,1
EFO_0000632,oligodendroglioma,EFO,2662,4
EFO_0000637,osteosarcoma,EFO,7134,21
EFO_0000639,papillary cystadenocarcinoma,EFO,182,1
EFO_0000640,papillary renal cell carcinoma,EFO,2288,1
EFO_0000641,papillary thyroid carcinoma,EFO,5781,2
EFO_0000649,periodontitis,EFO,3216,8
EFO_0000650,whooping cough,EFO,551,0
EFO_0000653,phyllodes tumor,EFO,382,7
EFO_0000658,plexiform neurofibroma,EFO,204,0
EFO_0000660,polycystic ovary syndrome,EFO,3684,0
EFO_0000662,polyp,EFO,3224,51
EFO_0000666,portal hypertension,EFO,905,0
EFO_0000668,preeclampsia,EFO,4019,2
EFO_0000673,prostate adenocarcinoma,EFO,4715,5
EFO_0000676,psoriasis,EFO,7142,6
EFO_0000677,mental or behavioural disorder,EFO,16597,631
EFO_0000678,pterygium,EFO,840,1
EFO_0000681,renal cell carcinoma,EFO,9052,25
EFO_0000684,respiratory system disease,EFO,17294,565
EFO_0000685,rheumatoid arthritis,EFO,3822,7
EFO_0000691,sarcoma,EFO,10441,252
EFO_0000693,schwannoma,EFO,989,11
EFO_0000694,severe acute respiratory syndrome,EFO,1624,0
EFO_0000698,signet ring cell carcinoma,EFO,424,13
EFO_0000699,Sjogren syndrome,EFO,2593,0
EFO_0000701,skin disease,EFO,13961,1111
EFO_0000702,small cell lung carcinoma,EFO,5147,2
EFO_0000705,spindle cell tumor,EFO,1704,28
EFO_0000706,spondyloarthropathy,EFO,1651,2
EFO_0000707,squamous cell carcinoma,EFO,12688,139
EFO_0000708,squamous cell lung carcinoma,EFO,4536,2
EFO_0000712,stroke,EFO,2085,6
EFO_0000713,subarachnoid hemorrhage,EFO,1988,0
EFO_0000717,systemic scleroderma,EFO,3038,5
EFO_0000729,ulcerative colitis,EFO,9068,2
EFO_0000730,undifferentiated sarcoma,EFO,161,0
EFO_0000731,uterine fibroid,EFO,843,2
EFO_0000736,well-differentiated liposarcoma,EFO,150,1
EFO_0000737,well-differentiated sarcoma,EFO,0,0
EFO_0000756,melanoma,EFO,9897,52
EFO_0000759,lipoma,EFO,559,27
EFO_0000760,malignant peripheral nerve sheath tumor,EFO,1070,4
EFO_0000762,hepatocellular adenoma,EFO,681,0
EFO_0000763,viral disease,EFO,11854,209
EFO_0000764,HIV infection,EFO,4422,10
EFO_0000765,AIDS,EFO,2041,0
EFO_0000767,idiopathic cardiomyopathy,EFO,452,1
EFO_0000768,idiopathic pulmonary fibrosis,EFO,2963,0
EFO_0000769,Epstein-Barr virus infection,EFO,1735,2
EFO_0000770,malignant pleural mesothelioma,EFO,1867,2
EFO_0000771,bacterial disease,EFO,8347,305
EFO_0000772,pneumococcal infection,EFO,925,4
EFO_0000773,temporal lobe epilepsy,EFO,1689,3
EFO_0000775,Whipple's disease,EFO,57,0
EFO_0000776,Aeromonas hydrophila infection,EFO,153,1
EFO_0000777,human granulocytic anaplasmosis,EFO,64,0
EFO_0000778,anthrax infection,EFO,307,3
EFO_0000779,Drosophila C virus infection,EFO,6,0
EFO_0000780,Enterococcus faecalis infection,EFO,28,0
EFO_0000781,Pectobacterium carotovorum infection,EFO,4,0
EFO_0000782,Hibiscus chlorotic ringspot virus infection,EFO,0,0
EFO_0000783,myositis,EFO,2137,28
EFO_0001054,leprosy,EFO,1133,4
EFO_0001055,borderline leprosy,EFO,25,0
EFO_0001056,tuberculoid leprosy,EFO,132,0
EFO_0001057,lepromatous leprosy,EFO,194,0
EFO_0001060,celiac disease,EFO,1439,0
EFO_0001061,cervical carcinoma,EFO,5493,29
EFO_0001062,cytomegalovirus infection,EFO,2092,3
EFO_0001063,deafness,EFO,1589,1
EFO_0001064,Down syndrome,EFO,3728,3
EFO_0001065,endometriosis,EFO,3589,6
EFO_0001066,experimental autoimmune encephalomyelitis,EFO,3645,0
EFO_0001067,parasitic infection,EFO,6400,126
EFO_0001068,malaria,EFO,3933,6
EFO_0001069,nutritional disorder,EFO,5181,105
EFO_0001071,lung carcinoma,EFO,13142,39
EFO_0001073,obesity,EFO,2372,11
EFO_0001074,morbid obesity,EFO,919,0
EFO_0001075,ovarian carcinoma,EFO,5965,24
EFO_0001076,Pseudomonas infection,EFO,176,4
EFO_0001077,Pseudomonas aeruginosa CF5 infection,EFO,0,0
EFO_0001078,Pseudomonas aeruginosa PA14 infection,EFO,3,0
EFO_0001356,familial amyotrophic lateral sclerosis,EFO,740,14
EFO_0001357,sporadic amyotrophic lateral sclerosis,EFO,302,0
EFO_0001358,post-traumatic stress disorder,EFO,1784,0
EFO_0001361,pulmonary arterial hypertension,EFO,3689,18
EFO_0001365,age-related macular degeneration,EFO,3456,13
EFO_0001376,synovial sarcoma,EFO,2846,5
EFO_0001378,multiple myeloma,EFO,5488,1
EFO_0001379,endocrine system disease,EFO,19465,1406
EFO_0001380,hypopituitarism,EFO,1072,20
EFO_0001382,puberty,EFO,42,0
EFO_0001416,cervical adenocarcinoma,EFO,1392,17
EFO_0001421,liver disease,EFO,15141,230
EFO_0001422,cirrhosis of liver,EFO,3699,6
EFO_0001423,encephalomyelitis,EFO,4567,68
EFO_0001425,ischemic cardiomyopathy,EFO,770,0
EFO_0001642,lymphoid neoplasm,EFO,10933,168
EFO_0001645,coronary artery disease,EFO,5917,16
EFO_0001663,prostate carcinoma,EFO,7021,14
EFO_0001666,aortic aneurysm,EFO,1852,5
EFO_0001668,human papilloma virus infection,EFO,1829,4
EFO_0001675,simian immunodeficiency virus infection,EFO,100,0
EFO_0002087,fibrosarcoma,EFO,2089,14
EFO_0002422,benign neoplasm,EFO,7339,461
EFO_0002423,osteoma,EFO,44,0
EFO_0002424,fibroma,EFO,1058,23
EFO_0002425,neoplasm of immature B and T cells,EFO,7120,25
EFO_0002426,neoplasm of mature T-cells or NK-cells,EFO,1945,10
EFO_0002427,myeloid neoplasm,EFO,11389,122
EFO_0002428,chronic myeloproliferative disorder,EFO,10654,104
EFO_0002429,polycythemia vera,EFO,1157,0
EFO_0002430,primary myelofibrosis,EFO,505,1
EFO_0002431,tumour of cranial and spinal nerves,EFO,3480,100
EFO_0002461,skeletal system disease,EFO,16748,2032
EFO_0002496,actinic keratosis,EFO,1061,0
EFO_0002497,acute hypotension,EFO,12,0
EFO_0002498,aggressive insulitis,EFO,0,0
EFO_0002499,anaplastic astrocytoma,EFO,1172,1
EFO_0002500,anaplastic oligoastrocytoma,EFO,124,0
EFO_0002501,anaplastic oligodendroglioma,EFO,527,0
EFO_0002502,benign insulitis,EFO,2,0
EFO_0002504,serous cystadenoma,EFO,630,1
EFO_0002507,ovarian adenoma benign,EFO,121,2
EFO_0002509,progressive external ophthalmoplegia,EFO,247,15
EFO_0002510,serous cystadenofibroma,EFO,2,1
EFO_0002511,simple cystadenoma,EFO,121,1
EFO_0002608,AIDS dementia,EFO,1417,0
EFO_0002609,juvenile idiopathic arthritis,EFO,2282,10
EFO_0002610,cocaine dependence,EFO,554,0
EFO_0002612,human herpesvirus 8 infection,EFO,115,0
EFO_0002613,iatrogenic Kaposi's sarcoma,EFO,3,0
EFO_0002615,internal carotid artery stenosis,EFO,91,0
EFO_0002616,macroglobulinemia,EFO,665,0
EFO_0002617,metastatic melanoma,EFO,3517,1
EFO_0002618,pancreatic carcinoma,EFO,7349,22
EFO_0002621,prostate intraepithelial neoplasia,EFO,1156,1
EFO_0002622,rotavirus infection,EFO,463,0
EFO_0002623,septic peritonitis,EFO,148,0
EFO_0002626,thymus neoplasm,EFO,2598,28
EFO_0002627,vulvar intraepithelial neoplasia,EFO,1139,1
EFO_0002628,peripartum cardiomyopathy,EFO,218,0
EFO_0002629,viral cardiomyopathy,EFO,30,0
EFO_0002630,restrictive cardiomyopathy,EFO,1707,23
EFO_0002686,atopy,EFO,53,0
EFO_0002687,ischemia reperfusion injury,EFO,772,0
EFO_0002689,antiphospholipid syndrome,EFO,506,0
EFO_0002756,fasting,EFO,31,0
EFO_0002890,renal carcinoma,EFO,9209,41
EFO_0002892,thyroid carcinoma,EFO,6285,21
EFO_0002893,choriocarcinoma,EFO,1087,18
EFO_0002894,amelanotic skin melanoma,EFO,102,0
EFO_0002913,Cutaneous T-cell lymphoma,EFO,1517,2
EFO_0002914,uterine sarcoma,EFO,553,4
EFO_0002916,esophageal carcinoma,EFO,7000,11
EFO_0002917,ovarian serous adenocarcinoma,EFO,2778,3
EFO_0002918,rhabdomyosarcoma,EFO,2302,25
EFO_0002919,uterine carcinoma,EFO,6591,51
EFO_0002920,vulva sarcoma,EFO,5,3
EFO_0002921,vulvar carcinoma,EFO,391,21
EFO_0002938,hypopharyngeal carcinoma,EFO,495,2
EFO_0002939,medulloblastoma,EFO,3576,9
EFO_0002945,familial cardiomyopathy,EFO,3997,152
EFO_0002950,pregnancy,EFO,255,1
EFO_0002970,muscular disease,EFO,10021,539
EFO_0003014,breast fibrocystic disease,EFO,569,2
EFO_0003015,aggressive behavior,EFO,118,0
EFO_0003016,collecting duct carcinoma,EFO,133,0
EFO_0003017,transitional cell carcinoma of kidney,EFO,1052,3
EFO_0003025,acute megakaryoblastic leukaemia,EFO,364,4
EFO_0003026,minimally differentiated acute myeloblastic leukemia,EFO,3,0
EFO_0003027,acute myeloblastic leukemia without maturation,EFO,58,0
EFO_0003028,acute myeloblastic leukemia with maturation,EFO,43,1
EFO_0003029,acute basophilic leukemia,EFO,418,0
EFO_0003030,abscess,EFO,1085,10
EFO_0003032,anaplastic large cell lymphoma,EFO,1164,2
EFO_0003033,bacteriemia,EFO,2175,5
EFO_0003035,cellulitis,EFO,347,3
EFO_0003046,heart transplant rejection,EFO,2,0
EFO_0003047,hepatitis C virus infection,EFO,2822,1
EFO_0003050,large cell lung carcinoma,EFO,1070,7
EFO_0003060,non-small cell lung carcinoma,EFO,13395,27
EFO_0003063,polymyositis,EFO,1231,7
EFO_0003073,asymptomatic myeloma,EFO,41,0
EFO_0003075,xanthoma,EFO,119,0
EFO_0003083,pleomorphic liposarcoma,EFO,138,0
EFO_0003084,round cell liposarcoma,EFO,132,0
EFO_0003085,dedifferentiated liposarcoma,EFO,245,0
EFO_0003086,kidney disease,EFO,13786,446
EFO_0003094,ganglioglioma,EFO,306,1
EFO_0003095,non-alcoholic fatty liver disease,EFO,5568,1
EFO_0003096,Pick disease,EFO,2142,0
EFO_0003097,empyema,EFO,132,2
EFO_0003099,Cushing syndrome,EFO,647,6
EFO_0003100,peripheral neuropathy,EFO,6619,412
EFO_0003101,testicular seminoma,EFO,414,2
EFO_0003102,osteomyelitis,EFO,796,4
EFO_0003103,urinary tract infection,EFO,1985,31
EFO_0003104,adrenocortical adenoma,EFO,751,4
EFO_0003105,spina bifida,EFO,1357,19
EFO_0003106,pneumonia,EFO,2390,28
EFO_0003110,villitis,EFO,55,0
EFO_0003144,heart failure,EFO,4931,13
EFO_0003145,high output heart failure,EFO,25,0
EFO_0003146,symptomatic heart failure,EFO,171,3
EFO_0003147,mild heart failure,EFO,3,0
EFO_0003148,moderate heart failure,EFO,24,0
EFO_0003149,advanced heart failure,EFO,158,0
EFO_0003756,autism spectrum disorder,EFO,3195,3
EFO_0003757,Asperger syndrome,EFO,272,0
EFO_0003758,autism,EFO,1751,0
EFO_0003759,pervasive developmental disorder - not otherwise specified,EFO,39,0
EFO_0003760,central nervous system cyst,EFO,52,0
EFO_0003763,cerebrovascular disorder,EFO,5367,84
EFO_0003764,transient ischemic attack,EFO,928,0
EFO_0003767,inflammatory bowel disease,EFO,8551,37
EFO_0003768,nicotine dependence,EFO,784,0
EFO_0003769,endocrine neoplasm,EFO,15399,417
EFO_0003770,diabetic retinopathy,EFO,2535,4
EFO_0003777,heart disease,EFO,13198,615
EFO_0003778,psoriatic arthritis,EFO,1989,1
EFO_0003779,Hashimoto's thyroiditis,EFO,1381,0
EFO_0003780,Behcet's syndrome,EFO,1071,0
EFO_0003781,carotid artery disease,EFO,918,5
EFO_0003782,motor neuron disease,EFO,2513,117
EFO_0003783,progressive bulbar palsy,EFO,47,1
EFO_0003802,refractory anemia,EFO,514,0
EFO_0003811,refractory anemia with excess blasts,EFO,349,0
EFO_0003812,refractory anemia with ringed sideroblasts,EFO,749,0
EFO_0003817,laryngeal neoplasm,EFO,2947,28
EFO_0003818,lung disease,EFO,15519,210
EFO_0003819,dental caries,EFO,1054,6
EFO_0003820,bone neoplasm,EFO,12395,280
EFO_0003824,eye neoplasm,EFO,3081,103
EFO_0003825,serous adenocarcinoma,EFO,3172,13
EFO_0003826,salivary gland neoplasm,EFO,1295,50
EFO_0003827,pulmonary embolism,EFO,329,1
EFO_0003828,spinal cord neoplasm,EFO,211,22
EFO_0003830,prostatitis,EFO,1333,5
EFO_0003832,gallbladder disease,EFO,2986,37
EFO_0003833,brain neoplasm,EFO,6362,161
EFO_0003834,cutaneous lupus erythematosus,EFO,1923,5
EFO_0003835,anal neoplasm,EFO,660,23
EFO_0003837,calcification,EFO,434,0
EFO_0003839,retinopathy,EFO,8111,259
EFO_0003840,chronic progressive multiple sclerosis,EFO,848,2
EFO_0003841,thyroid neoplasm,EFO,7336,33
EFO_0003844,ureteral neoplasm,EFO,162,17
EFO_0003846,urethral neoplasm,EFO,218,15
EFO_0003849,palatal neoplasm,EFO,2,0
EFO_0003850,adrenal gland neoplasm,EFO,4497,32
EFO_0003851,meningeal neoplasm,EFO,2753,52
EFO_0003852,developmental disability,EFO,281,2
EFO_0003853,respiratory system neoplasm,EFO,14594,145
EFO_0003854,postmenopausal osteoporosis,EFO,648,0
EFO_0003855,intestinal polyp,EFO,238,0
EFO_0003857,arthrogryposis,EFO,262,2
EFO_0003859,uterine neoplasm,EFO,10568,131
EFO_0003860,pancreatic neoplasm,EFO,7948,64
EFO_0003863,urogenital neoplasm,EFO,2532,69
EFO_0003865,kidney neoplasm,EFO,10002,101
EFO_0003866,paranasal sinus neoplasm,EFO,105,24
EFO_0003867,rhabdomyolysis,EFO,476,2
EFO_0003868,mouth neoplasm,EFO,6074,56
EFO_0003869,breast neoplasm,EFO,15660,109
EFO_0003870,brain aneurysm,EFO,984,2
EFO_0003871,tongue neoplasm,EFO,1530,3
EFO_0003872,colitis,EFO,7209,12
EFO_0003873,parotid neoplasm,EFO,278,8
EFO_0003874,flatfoot,EFO,29,0
EFO_0003875,peripheral vascular disease,EFO,2493,12
EFO_0003876,intermittent vascular claudication,EFO,70,0
EFO_0003877,sleep apnea,EFO,2494,4
EFO_0003878,urethritis,EFO,133,2
EFO_0003880,appendiceal neoplasm,EFO,476,17
EFO_0003882,osteoporosis,EFO,1225,7
EFO_0003884,chronic kidney disease,EFO,6958,9
EFO_0003888,attention deficit hyperactivity disorder,EFO,3697,2
EFO_0003890,drug dependence,EFO,2218,12
EFO_0003891,biliary tract neoplasm,EFO,6045,84
EFO_0003893,ovarian neoplasm,EFO,10580,126
EFO_0003894,acne,EFO,1698,1
EFO_0003897,stomach neoplasm,EFO,10569,49
EFO_0003898,ankylosing spondylitis,EFO,1449,1
EFO_0003899,contracture,EFO,441,1
EFO_0003900,ciliopathy,EFO,4228,83
EFO_0003902,spinal fracture,EFO,104,0
EFO_0003911,atrial flutter,EFO,604,0
EFO_0003914,atherosclerosis,EFO,6126,9
EFO_0003918,obstructive sleep apnea,EFO,2212,1
EFO_0003921,pouchitis,EFO,220,0
EFO_0003925,cognition,EFO,3631,15
EFO_0003928,necrotizing enterocolitis,EFO,716,0
EFO_0003929,relapsing-remitting multiple sclerosis,EFO,1382,0
EFO_0003931,bone fracture,EFO,1198,29
EFO_0003932,bacterial vaginosis,EFO,727,0
EFO_0003938,aphthous ulcer,EFO,204,1
EFO_0003939,energy intake,EFO,16,0
EFO_0003940,physical activity,EFO,255,2
EFO_0003943,humerus fracture,EFO,78,0
EFO_0003944,tibia fracture,EFO,54,0
EFO_0003948,gastroesophageal reflux disease,EFO,1397,2
EFO_0003950,ulna fracture,EFO,66,1
EFO_0003955,bacterial sexually transmitted disease,EFO,2132,40
EFO_0003956,seasonal allergic rhinitis,EFO,326,0
EFO_0003957,radius fracture,EFO,95,0
EFO_0003958,sunburn,EFO,122,0
EFO_0003964,hip fracture,EFO,267,0
EFO_0003966,eye disease,EFO,13343,1233
EFO_0003967,vascular sarcoma,EFO,2316,21
EFO_0003968,angiosarcoma,EFO,2312,20
EFO_0004125,growth hormone-secreting pituitary adenoma,EFO,144,0
EFO_0004126,Adie syndrome,EFO,20,0
EFO_0004127,hyperthyroxinemia,EFO,86,0
EFO_0004128,hereditary nephritis,EFO,2594,13
EFO_0004129,familial amyloid neuropathy,EFO,388,4
EFO_0004138,bundle branch block,EFO,32,0
EFO_0004142,colorectal neoplasm,EFO,13240,155
EFO_0004143,carpal tunnel syndrome,EFO,462,1
EFO_0004144,acatalasia,EFO,42,0
EFO_0004145,myopathy,EFO,8285,350
EFO_0004149,neuropathy,EFO,10336,772
EFO_0004152,chorea,EFO,245,2
EFO_0004190,open-angle glaucoma,EFO,2160,3
EFO_0004191,androgenetic alopecia,EFO,979,1
EFO_0004192,alopecia areata,EFO,728,0
EFO_0004193,basal cell carcinoma,EFO,3028,9
EFO_0004194,IGA glomerulonephritis,EFO,2870,0
EFO_0004196,viral human hepatitis infection,EFO,4571,9
EFO_0004197,hepatitis B virus infection,EFO,3652,2
EFO_0004198,skin neoplasm,EFO,7814,217
EFO_0004199,dysplastic nevus,EFO,567,1
EFO_0004208,Vitiligo,EFO,1560,0
EFO_0004209,hypospadias,EFO,511,0
EFO_0004210,gallstones,EFO,789,1
EFO_0004211,Hypertriglyceridemia,EFO,1528,1
EFO_0004212,Keloid,EFO,1480,0
EFO_0004213,otosclerosis,EFO,323,0
EFO_0004214,Abdominal Aortic Aneurysm,EFO,1308,2
EFO_0004216,conduct disorder,EFO,183,0
EFO_0004220,chronic hepatitis C virus infection,EFO,1116,0
EFO_0004224,Coronary Restenosis,EFO,12,0
EFO_0004225,Coronary Vasospasm,EFO,188,1
EFO_0004226,Creutzfeldt Jacob Disease,EFO,628,5
EFO_0004227,Dengue Hemorrhagic Fever,EFO,481,0
EFO_0004228,drug-induced liver injury,EFO,97,1
EFO_0004229,Dupuytren Contracture,EFO,361,0
EFO_0004230,endometrial neoplasm,EFO,617,11
EFO_0004232,eosinophilic esophagitis,EFO,892,1
EFO_0004234,erectile dysfunction,EFO,521,1
EFO_0004235,exfoliation syndrome,EFO,798,0
EFO_0004236,focal segmental glomerulosclerosis,EFO,1724,6
EFO_0004237,Graves disease,EFO,1546,3
EFO_0004238,hearing loss,EFO,3227,69
EFO_0004239,chronic hepatitis B virus infection,EFO,2054,0
EFO_0004240,heroin dependence,EFO,291,0
EFO_0004242,obsessive-compulsive disorder,EFO,766,0
EFO_0004243,carcinoid tumor,EFO,1129,17
EFO_0004244,interstitial lung disease,EFO,5533,50
EFO_0004246,mucocutaneous lymph node syndrome,EFO,1628,0
EFO_0004247,mood disorder,EFO,7278,10
EFO_0004248,male infertility,EFO,4431,67
EFO_0004249,meningococcal infection,EFO,2307,2
EFO_0004251,myeloproliferative disorder,EFO,5179,14
EFO_0004252,nasopharyngeal neoplasm,EFO,5439,6
EFO_0004253,nephrolithiasis,EFO,1150,3
EFO_0004254,membranous glomerulonephritis,EFO,886,1
EFO_0004255,nephrotic syndrome,EFO,1914,21
EFO_0004256,neuromyelitis optica,EFO,739,2
EFO_0004257,neurotic disorder,EFO,2144,1
EFO_0004259,osteonecrosis,EFO,1395,16
EFO_0004260,bone disease,EFO,15795,1621
EFO_0004261,osteitis deformans,EFO,516,1
EFO_0004262,panic disorder,EFO,383,2
EFO_0004263,partial epilepsy,EFO,1956,20
EFO_0004264,vascular disease,EFO,14190,578
EFO_0004265,peripheral arterial disease,EFO,1551,0
EFO_0004266,primary ovarian insufficiency,EFO,2445,42
EFO_0004267,biliary liver cirrhosis,EFO,1912,2
EFO_0004268,sclerosing cholangitis,EFO,1293,1
EFO_0004269,cardiac arrhythmia,EFO,6194,33
