id_a,id_b,nombre_a,nombre_b,grado_a,grado_b,n_senales,nombre,sinonimo,referencia,externo,vecindario,jaccard,detalle_nombre,detalle_sinonimo,detalle_referencia,detalle_externo,detalle_vecindario,detalle_jaccard,alguno_es_cascara,de_identidad,grado_secundario
MONDO_0011541,Orphanet_217622,dilated cardiomyopathy 1J,Sensorineural deafness with dilated cardiomyopathy,109,108,3,False,True,True,False,False,True,,sensorineural deafness with dilated cardiomyopathy,Orphanet:217622,,,0.991,False,True,108
MONDO_0011669,Orphanet_238517,hypotonia-cystinuria syndrome,Hypotonia - cystinuria type 1,894,842,3,False,True,True,False,False,True,,hypotonia-cystinuria type 1 syndrome,Orphanet:238517,,,0.942,True,True,842
MONDO_0011889,Orphanet_99942,Charcot-Marie-Tooth disease type 2I,Autosomal dominant Charcot-Marie-Tooth disease type 2I,37,35,3,False,True,True,False,False,True,,autosomal dominant Charcot-Marie-Tooth disease type 2I,Orphanet:99942,,,0.946,False,True,35
MONDO_0011897,Orphanet_137639,leukoencephalopathy-ataxia-hypodontia-hypomyelination syndrome,Leukoencephalopathy - ataxia - hypodontia - hypomyelination,45,68,3,True,True,True,False,False,False,leukoencephalopathy ataxia hypodontia hypomyelination,leukoencephalopathy-ataxia-hypodontia-hypomyelination syndrome,Orphanet:137639,,,,False,True,45
MONDO_0011901,Orphanet_101102,Charcot-Marie-Tooth disease axonal type 2H,Charcot-Marie-Tooth disease type 2H,32,31,3,False,True,True,False,False,True,,Charcot Marie Tooth disease type 2H,Orphanet:101102,,,0.969,False,True,31
MONDO_0011903,Orphanet_99943,Charcot-Marie-Tooth disease type 2J,Autosomal dominant Charcot-Marie-Tooth disease type 2J,30,28,3,False,True,True,False,False,True,,autosomal dominant Charcot-Marie-Tooth disease type 2J,Orphanet:99943,,,0.933,False,True,28
MONDO_0011929,Orphanet_1606,chromosome 1p36 deletion syndrome,1p36 deletion syndrome,120,121,3,False,True,True,False,False,True,,1p36 deletion syndrome,Orphanet:1606,,,0.944,False,True,120
MONDO_0011995,Orphanet_314993,cataract - congenital heart disease - neural tube defect syndrome,Cataract-congenital heart disease-neural tube defect syndrome,28,27,3,True,False,True,False,False,True,cataract congenital heart disease neural tube defect,,Orphanet:314993,,,0.964,False,True,27
MONDO_0012016,Orphanet_137667,capillary malformation-arteriovenous malformation syndrome,Capillary malformation - arteriovenous malformation,23,61,3,True,True,True,False,False,False,capillary malformation arteriovenous malformation,capillary malformation-arteriovenous malformation,Orphanet:137667,,,,False,True,23
MONDO_0012072,Orphanet_79084,"familial partial lipodystrophy, Kobberling type","Familial partial lipodystrophy, Köbberling type",254,347,3,True,True,True,False,False,False,familial partial lipodystrophy kobberling type,"familial partial lipodystrophy, Köbberling type",Orphanet:79084,,,,False,True,254
MONDO_0012123,Orphanet_79322,congenital disorder of glycosylation type 1E,DPM1-CDG,52,50,3,False,True,True,False,False,True,,DPM1-CDG,Orphanet:79322,,,0.962,False,True,50
MONDO_0012124,Orphanet_168593,sudden infant death-dysgenesis of the testes syndrome,Sudden infant death - dysgenesis of the testes,35,32,3,True,True,True,False,False,False,sudden infant death dysgenesis of the testes,sudden infant death - dysgenesis of the testes,Orphanet:168593,,,,False,True,32
MONDO_0012160,Orphanet_85167,spondylometaphyseal dysplasia-cone-rod dystrophy syndrome,Spondylometaphyseal dysplasia - cone-rod dystrophy,106,119,3,True,True,True,False,False,False,spondylometaphyseal dysplasia cone rod dystrophy,spondylometaphyseal dysplasia-cone-rod dystrophy syndrome,Orphanet:85167,,,,False,True,106
MONDO_0012188,Orphanet_228357,neuronal ceroid lipofuscinosis 9,CLN9 disease,27,26,3,False,True,True,False,False,True,,CLN9,Orphanet:228357,,,0.963,False,True,26
MONDO_0012195,Orphanet_65720,arthrogryposis-severe scoliosis syndrome,Arthrogryposis - severe scoliosis,59,58,3,True,False,True,False,False,True,arthrogryposis severe scoliosis,,Orphanet:65720,,,0.983,False,True,58
MONDO_0012269,Orphanet_65286,chromosome 3q29 microdeletion syndrome,3q29 microdeletion syndrome,38,39,3,False,True,True,False,False,True,,3q29 microdeletion syndrome,Orphanet:65286,,,0.925,False,True,38
MONDO_0012354,Orphanet_36355,platelet-type bleeding disorder 8,P2Y12 defect,61,57,3,False,True,True,False,False,True,,P2Y12 defect,Orphanet:36355,,,0.934,False,True,57
MONDO_0012400,Orphanet_163681,cortical dysplasia-focal epilepsy syndrome,Cortical dysplasia - focal epilepsy syndrome,93,122,3,True,True,True,False,False,False,cortical dysplasia focal epilepsy,cortical dysplasia-focal epilepsy syndrome,Orphanet:163681,,,,False,True,93
MONDO_0012622,Orphanet_137898,leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome,Leukoencephalopathy with brain stem and spinal cord involvement - high lactate,114,106,3,True,True,True,False,False,False,leukoencephalopathy with brain stem and spinal cord involvement high lactate,leukoencephalopathy with brain stem and spinal cord involvement - high lactate,Orphanet:137898,,,,False,True,106
MONDO_0012639,Orphanet_209951,hereditary spastic paraplegia 18,Autosomal recessive spastic paraplegia type 18,51,50,3,False,True,True,False,False,True,,autosomal recessive spastic paraplegia type 18,Orphanet:209951,,,0.942,False,True,50
MONDO_0012757,Orphanet_137631,"lung fibrosis-immunodeficiency-46,XX gonadal dysgenesis syndrome","Lung fibrosis - immunodeficiency - 46,XX gonadal dysgenesis",502,500,3,True,False,True,False,False,True,lung fibrosis immunodeficiency 46 xx gonadal dysgenesis,,Orphanet:137631,,,0.996,False,True,500
MONDO_0012787,Orphanet_139480,hereditary spastic paraplegia 39,Autosomal recessive spastic paraplegia type 39,109,106,3,False,True,True,False,False,True,,autosomal recessive spastic paraplegia type 39,Orphanet:139480,,,0.955,False,True,106
MONDO_0012792,Orphanet_255235,mitochondrial DNA depletion syndrome 8a,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy",30,29,3,False,True,True,False,False,True,,"mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy",Orphanet:255235,,,0.967,False,True,29
MONDO_0012866,Orphanet_171629,hereditary spastic paraplegia 35,Autosomal recessive spastic paraplegia type 35,96,97,3,False,True,True,False,False,True,,autosomal recessive spastic paraplegia type 35,Orphanet:171629,,,0.969,False,True,96
MONDO_0012892,Orphanet_300284,"bone fragility with contractures, arterial rupture, and deafness",Connective tissue disorder due to lysyl hydroxylase-3 deficiency,50,47,3,False,True,True,False,False,True,,connective tissue disorder due to lysyl hydroxylase-3 deficiency,Orphanet:300284,,,0.94,False,True,47
MONDO_0013053,Orphanet_217026,"microcephaly-facio-cardio-skeletal syndrome, Hadziselimovic type","Microcephaly - facio-cardio-skeletal syndrome, Hadziselimovic type",45,44,3,True,False,True,False,False,True,microcephaly facio cardio skeletal syndrome hadziselimovic type,,Orphanet:217026,,,0.935,False,True,44
MONDO_0013082,Orphanet_2151,Hirschsprung disease-ganglioneuroblastoma syndrome,Hirschsprung disease - ganglioneuroblastoma,23,1,3,True,True,True,False,False,False,hirschsprung disease ganglioneuroblastoma,Hirschsprung disease ganglioneuroblastoma,Orphanet:2151,,,,True,True,1
MONDO_0013115,Orphanet_217335,RIN2 syndrome,MACS syndrome,51,51,3,False,True,True,False,False,True,,MACS syndrome,Orphanet:217335,,,0.925,False,True,51
MONDO_0013132,Orphanet_320365,hereditary spastic paraplegia 36,Autosomal dominant spastic paraplegia type 36,18,17,3,False,True,True,False,False,True,,autosomal dominant spastic paraplegia type 36,Orphanet:320365,,,0.944,False,True,17
MONDO_0013169,Orphanet_329802,chromosome 5p13 duplication syndrome,5p13 microduplication syndrome,50,46,3,False,True,True,False,False,True,,5p13 microduplication syndrome,Orphanet:329802,,,0.92,True,True,46
MONDO_0013182,Orphanet_217385,chromosome 17p13.3 duplication syndrome,17p13.3 microduplication syndrome,63,62,3,False,True,True,False,False,True,,17p13.3 microduplication syndrome,Orphanet:217385,,,0.953,False,True,62
MONDO_0013212,Orphanet_228174,Charcot-Marie-Tooth disease axonal type 2N,Autosomal dominant Charcot-Marie-Tooth disease type 2N,43,40,3,False,True,True,False,False,True,,autosomal dominant Charcot-Marie-Tooth disease type 2N,Orphanet:228174,,,0.93,False,True,40
MONDO_0013223,Orphanet_401979,"autosomal recessive spondylometaphyseal dysplasia, Megarbane type","Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type",47,93,3,True,True,True,False,False,False,autosomal recessive spondylometaphyseal dysplasia megarbane type,"autosomal recessive spondylometaphyseal dysplasia, Mégarbané type",Orphanet:401979,,,,False,True,47
MONDO_0013282,Orphanet_60,alpha 1-antitrypsin deficiency,Alpha-1-antitrypsin deficiency,321,206,3,True,True,True,False,False,False,alpha 1 antitrypsin deficiency,ALPHA-1-antitrypsin deficiency,Orphanet:60,,,,False,True,206
MONDO_0013540,Orphanet_3226,deafness-lymphedema-leukemia syndrome,Deafness - lymphedema - leukemia,30,62,3,True,True,True,False,False,False,deafness lymphedema leukemia,deafness-lymphedema-leukemia syndrome,Orphanet:3226,,,,False,True,30
MONDO_0013623,Orphanet_98885,platelet-type bleeding disorder 11,Bleeding diathesis due to glycoprotein VI deficiency,147,146,3,False,True,True,False,False,True,,bleeding diathesis due to glycoprotein VI deficiency,Orphanet:98885,,,0.993,False,True,146
MONDO_0013837,Orphanet_254898,deafness-encephaloneuropathy-obesity-valvulopathy syndrome,Deafness - encephaloneuropathy - obesity - valvulopathy,20,20,3,True,False,True,False,False,True,deafness encephaloneuropathy obesity valvulopathy,,Orphanet:254898,,,0.905,False,True,20
MONDO_0013847,Orphanet_370079,chromosome 16p11.2 duplication syndrome,Proximal 16p11.2 microduplication syndrome,21,20,3,False,True,True,False,False,True,,proximal 16p11.2 microduplication syndrome,Orphanet:370079,,,0.952,True,True,20
MONDO_0013866,Orphanet_314629,neuronal ceroid lipofuscinosis 11,CLN11 disease,60,57,3,False,True,True,False,False,True,,CLN11,Orphanet:314629,,,0.95,False,True,57
MONDO_0013886,Orphanet_314647,cerebellar dysfunction with variable cognitive and behavioral abnormalities,Non-progressive cerebellar ataxia with intellectual disability,70,71,3,False,True,True,False,False,True,,non-progressive cerebellar ataxia with intellectual disability,Orphanet:314647,,,0.958,False,True,70
MONDO_0014018,Orphanet_320380,hereditary spastic paraplegia 54,Autosomal recessive spastic paraplegia type 54,30,29,3,False,True,True,False,False,True,,autosomal recessive spastic paraplegia type 54,Orphanet:320380,,,0.967,False,True,29
MONDO_0014044,Orphanet_289553,dysmorphism-conductive hearing loss-heart defect syndrome,Dysmorphism - conductive hearing loss - heart defect,31,30,3,True,False,True,False,False,True,dysmorphism conductive hearing loss heart defect,,Orphanet:289553,,,0.968,False,True,30
MONDO_0014096,Orphanet_137658,microcephaly-intellectual disability-phalangeal and neurological anomalies syndrome,Microcephaly - intellectual disability - phalangeal and neurological anomalies,27,26,3,True,False,True,False,False,True,microcephaly intellectual disability phalangeal and neurological anomalies,,Orphanet:137658,,,0.963,False,True,26
MONDO_0014198,Orphanet_369897,mitochondrial DNA depletion syndrome 13,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies",125,120,3,False,True,True,False,False,True,,"mitochondrial DNA depletion syndrome, encephalomyopathic form with variable craniofacial anomalies",Orphanet:369897,,,0.96,False,True,120
MONDO_0014205,Orphanet_352577,severe feeding difficulties-failure to thrive-microcephaly due to ASXL3 deficiency syndrome,Severe feeding difficulties - failure to thrive - microcephaly due to ASXL3 deficiency,97,93,3,True,True,False,False,False,True,severe feeding difficulties failure to thrive microcephaly due to asxl3 deficiency,severe feeding difficulties-failure to thrive-microcephaly due to ASXL3 deficiency syndrome,,,,0.919,False,True,93
MONDO_0014209,Orphanet_352654,early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome,Early-onset progressive neurodegeneration - blindness - ataxia - spasticity,140,133,3,True,False,True,False,False,True,early onset progressive neurodegeneration blindness ataxia spasticity,,Orphanet:352654,,,0.95,False,True,133
MONDO_0014225,Orphanet_247790,hemochromatosis type 5,FTH1-related iron overload,265,262,3,False,True,True,False,False,True,,FTH1-related iron overload,Orphanet:247790,,,0.989,False,True,262
MONDO_0014250,Orphanet_397685,familial hyperprolactinemia,Familial  hyperprolactinemia,332,9,3,True,True,True,False,False,False,familial hyperprolactinemia,familial hyperprolactinemia,Orphanet:397685,,,,True,True,9
MONDO_0014258,Orphanet_391376,congenital microcephaly - severe encephalopathy - progressive cerebral atrophy syndrome,Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome,69,67,3,True,True,False,False,False,True,congenital microcephaly severe encephalopathy progressive cerebral atrophy,congenital microcephaly - severe encephalopathy - progressive cerebral atrophy syndrome,,,,0.971,False,True,67
MONDO_0014335,Orphanet_404437,diffuse cerebral and cerebellar atrophy - intractable seizures - progressive microcephaly syndrome,Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome,29,29,3,True,True,False,False,False,True,diffuse cerebral and cerebellar atrophy intractable seizures progressive microcephaly,diffuse cerebral and cerebellar atrophy - intractable seizures - progressive microcephaly syndrome,,,,0.933,False,True,29
MONDO_0014379,Orphanet_404448,ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder,ADNP-related multiple congenital anomalies-intellectual disability-autism spectrum disorder,164,118,3,True,True,True,False,False,False,adnp related multiple congenital anomalies intellectual disability autism spectrum,ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder,Orphanet:404448,,,,False,True,118
MONDO_0014419,Orphanet_370022,ataxia - intellectual disability - oculomotor apraxia - cerebellar cysts syndrome,Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome,50,51,3,True,True,True,False,False,False,ataxia intellectual disability oculomotor apraxia cerebellar cysts,ataxia - intellectual disability - oculomotor apraxia - cerebellar cysts syndrome,Orphanet:370022,,,,False,True,50
MONDO_0014733,Orphanet_391351,Charcot-Marie-Tooth disease type 4K,SURF1-related Charcot-Marie-Tooth disease type 4,43,41,3,False,True,True,False,False,True,,SURF1-related Charcot-Marie-Tooth disease type 4,Orphanet:391351,,,0.953,False,True,41
MONDO_0015253,Orphanet_124,Diamond-Blackfan anemia,Blackfan-Diamond anemia,394,1667,3,False,True,True,True,False,False,,Blackfan-Diamond anemia,Orphanet:124,C1260899,,,False,True,394
MONDO_0015300,Orphanet_1377,cataract - microcornea syndrome,Cataract-microcornea syndrome,3,512,3,True,True,True,False,False,False,cataract microcornea,cataract microcornea syndrome,Orphanet:1377,,,,False,True,3
MONDO_0015541,Orphanet_540,hereditary hemophagocytic lymphohistiocytosis,Familial hemophagocytic lymphohistiocytosis,485,858,3,False,True,True,True,False,False,,familial hemophagocytic lymphohistiocytosis,Orphanet:540,C0272199,,,False,True,485
MONDO_0015993,Orphanet_1872,cone-rod dystrophy,Cone rod dystrophy,446,658,3,True,True,True,False,False,False,cone rod dystrophy,cone rod dystrophy,Orphanet:1872,,,,False,True,446
